dataset,model,case_id,qid,category
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q03,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q04,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q07,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q08,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q09,attempt
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q10,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q11,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q12,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q13,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q16,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q17,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q19,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q20,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q21,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q22,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q23,unknown_bare
court,GPT-5,cl_2026_ncbizct_highlights_healthcare_llc_v_abell,Q24,unknown_bare
control,Claude Opus 4,constitution_ch01,Q07,unknown_bare
control,Claude Opus 4,constitution_ch01,Q08,attempt
control,Claude Opus 4,constitution_ch01,Q09,attempt
control,Claude Opus 4,constitution_ch01,Q10,attempt
control,Claude Opus 4,constitution_ch01,Q11,attempt
control,Claude Opus 4,constitution_ch01,Q12,attempt
control,Claude Opus 4,constitution_ch01,Q13,attempt
control,Claude Opus 4,constitution_ch01,Q21,attempt
control,Claude Opus 4,constitution_ch01,Q22,attempt
control,Claude Opus 4,constitution_ch01,Q23,attempt
control,Claude Opus 4,constitution_ch01,Q24,attempt
control,Claude Opus 4,constitution_ch02,Q07,attempt
control,Claude Opus 4,constitution_ch02,Q08,attempt
control,Claude Opus 4,constitution_ch02,Q09,attempt
control,Claude Opus 4,constitution_ch02,Q10,attempt
control,Claude Opus 4,constitution_ch02,Q11,attempt
control,Claude Opus 4,constitution_ch02,Q12,attempt
control,Claude Opus 4,constitution_ch02,Q13,attempt
control,Claude Opus 4,constitution_ch02,Q21,unknown_bare
control,Claude Opus 4,constitution_ch02,Q22,unknown_bare
control,Claude Opus 4,constitution_ch02,Q23,attempt
control,Claude Opus 4,constitution_ch02,Q24,attempt
control,Claude Opus 4,constitution_ch03,Q07,attempt
control,Claude Opus 4,constitution_ch03,Q08,attempt
control,Claude Opus 4,constitution_ch03,Q09,attempt
control,Claude Opus 4,constitution_ch03,Q10,attempt
control,Claude Opus 4,constitution_ch03,Q11,attempt
control,Claude Opus 4,constitution_ch03,Q12,attempt
control,Claude Opus 4,constitution_ch03,Q13,attempt
control,Claude Opus 4,constitution_ch03,Q21,unknown_bare
control,Claude Opus 4,constitution_ch03,Q22,refusal_policy
control,Claude Opus 4,constitution_ch03,Q23,attempt
control,Claude Opus 4,constitution_ch03,Q24,attempt
control,Claude Opus 4,gatsby_ch01,Q07,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q09,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q10,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q11,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q12,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q13,unknown_bare
control,Claude Opus 4,gatsby_ch01,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch01,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q07,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q09,unknown_bare
control,Claude Opus 4,gatsby_ch02,Q10,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q11,unknown_bare
control,Claude Opus 4,gatsby_ch02,Q12,unknown_bare
control,Claude Opus 4,gatsby_ch02,Q13,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch02,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q07,unknown_bare
control,Claude Opus 4,gatsby_ch03,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q09,unknown_bare
control,Claude Opus 4,gatsby_ch03,Q10,unknown_bare
control,Claude Opus 4,gatsby_ch03,Q11,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q12,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q13,unknown_bare
control,Claude Opus 4,gatsby_ch03,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch03,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch04,Q07,unknown_bare
control,Claude Opus 4,gatsby_ch04,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch04,Q09,unknown_bare
control,Claude Opus 4,gatsby_ch04,Q10,refusal_policy
control,Claude Opus 4,gatsby_ch04,Q11,unknown_bare
control,Claude Opus 4,gatsby_ch04,Q12,unknown_bare
control,Claude Opus 4,gatsby_ch04,Q13,refusal_policy
control,Claude Opus 4,gatsby_ch04,Q21,unknown_bare
control,Claude Opus 4,gatsby_ch04,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch04,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch04,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q07,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q08,unknown_bare
control,Claude Opus 4,gatsby_ch05,Q09,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q10,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q11,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q12,unknown_bare
control,Claude Opus 4,gatsby_ch05,Q13,unknown_bare
control,Claude Opus 4,gatsby_ch05,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch05,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q07,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q09,unknown_bare
control,Claude Opus 4,gatsby_ch06,Q10,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q11,unknown_bare
control,Claude Opus 4,gatsby_ch06,Q12,unknown_bare
control,Claude Opus 4,gatsby_ch06,Q13,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch06,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q07,unknown_bare
control,Claude Opus 4,gatsby_ch07,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q09,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q10,unknown_bare
control,Claude Opus 4,gatsby_ch07,Q11,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q12,unknown_bare
control,Claude Opus 4,gatsby_ch07,Q13,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch07,Q24,refusal_policy
control,Claude Opus 4,gatsby_ch08,Q07,unknown_bare
control,Claude Opus 4,gatsby_ch08,Q08,refusal_policy
control,Claude Opus 4,gatsby_ch08,Q09,unknown_bare
control,Claude Opus 4,gatsby_ch08,Q10,unknown_bare
control,Claude Opus 4,gatsby_ch08,Q11,unknown_bare
control,Claude Opus 4,gatsby_ch08,Q12,refusal_policy
control,Claude Opus 4,gatsby_ch08,Q13,unknown_bare
control,Claude Opus 4,gatsby_ch08,Q21,refusal_policy
control,Claude Opus 4,gatsby_ch08,Q22,refusal_policy
control,Claude Opus 4,gatsby_ch08,Q23,refusal_policy
control,Claude Opus 4,gatsby_ch08,Q24,refusal_policy
control,Claude Opus 4,gatsby_shuf_ch01,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q09,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q22,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch01,Q23,empty
control,Claude Opus 4,gatsby_shuf_ch01,Q24,empty
control,Claude Opus 4,gatsby_shuf_ch02,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch02,Q22,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch02,Q23,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch02,Q24,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q09,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q22,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q23,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch03,Q24,empty
control,Claude Opus 4,gatsby_shuf_ch04,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q09,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q22,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q23,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch04,Q24,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q09,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q22,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch05,Q23,empty
control,Claude Opus 4,gatsby_shuf_ch05,Q24,empty
control,Claude Opus 4,gatsby_shuf_ch06,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q09,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch06,Q22,empty
control,Claude Opus 4,gatsby_shuf_ch06,Q23,empty
control,Claude Opus 4,gatsby_shuf_ch06,Q24,empty
control,Claude Opus 4,gatsby_shuf_ch07,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q09,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch07,Q22,empty
control,Claude Opus 4,gatsby_shuf_ch07,Q23,empty
control,Claude Opus 4,gatsby_shuf_ch07,Q24,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q07,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q08,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q09,empty
control,Claude Opus 4,gatsby_shuf_ch08,Q10,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q11,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q12,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q13,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q21,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q22,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q23,unknown_bare
control,Claude Opus 4,gatsby_shuf_ch08,Q24,unknown_bare
control,Claude Opus 4,mobydick_ch01,Q07,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q08,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q09,unknown_bare
control,Claude Opus 4,mobydick_ch01,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q11,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q13,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch01,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q07,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q08,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q09,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q10,unknown_bare
control,Claude Opus 4,mobydick_ch02,Q11,unknown_bare
control,Claude Opus 4,mobydick_ch02,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q13,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch02,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q07,unknown_bare
control,Claude Opus 4,mobydick_ch03,Q08,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q09,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q11,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q13,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch03,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q07,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q08,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q09,unknown_bare
control,Claude Opus 4,mobydick_ch04,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q11,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q12,unknown_bare
control,Claude Opus 4,mobydick_ch04,Q13,unknown_bare
control,Claude Opus 4,mobydick_ch04,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch04,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q07,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q08,unknown_bare
control,Claude Opus 4,mobydick_ch05,Q09,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q11,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q13,unknown_bare
control,Claude Opus 4,mobydick_ch05,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch05,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q07,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q08,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q09,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q11,unknown_bare
control,Claude Opus 4,mobydick_ch06,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q13,unknown_bare
control,Claude Opus 4,mobydick_ch06,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch06,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q07,unknown_bare
control,Claude Opus 4,mobydick_ch07,Q08,unknown_bare
control,Claude Opus 4,mobydick_ch07,Q09,unknown_bare
control,Claude Opus 4,mobydick_ch07,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q11,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q13,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch07,Q24,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q07,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q08,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q09,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q10,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q11,unknown_bare
control,Claude Opus 4,mobydick_ch08,Q12,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q13,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q21,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q22,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q23,refusal_policy
control,Claude Opus 4,mobydick_ch08,Q24,refusal_policy
control,Claude Opus 4,pride_ch01,Q07,unknown_bare
control,Claude Opus 4,pride_ch01,Q08,unknown_bare
control,Claude Opus 4,pride_ch01,Q09,unknown_bare
control,Claude Opus 4,pride_ch01,Q10,refusal_policy
control,Claude Opus 4,pride_ch01,Q11,refusal_policy
control,Claude Opus 4,pride_ch01,Q12,refusal_policy
control,Claude Opus 4,pride_ch01,Q13,refusal_policy
control,Claude Opus 4,pride_ch01,Q21,refusal_policy
control,Claude Opus 4,pride_ch01,Q22,refusal_policy
control,Claude Opus 4,pride_ch01,Q23,refusal_policy
control,Claude Opus 4,pride_ch01,Q24,refusal_policy
control,Claude Opus 4,pride_ch02,Q07,refusal_policy
control,Claude Opus 4,pride_ch02,Q08,refusal_policy
control,Claude Opus 4,pride_ch02,Q09,refusal_policy
control,Claude Opus 4,pride_ch02,Q10,refusal_policy
control,Claude Opus 4,pride_ch02,Q11,refusal_policy
control,Claude Opus 4,pride_ch02,Q12,refusal_policy
control,Claude Opus 4,pride_ch02,Q13,refusal_policy
control,Claude Opus 4,pride_ch02,Q21,refusal_policy
control,Claude Opus 4,pride_ch02,Q22,refusal_policy
control,Claude Opus 4,pride_ch02,Q23,refusal_policy
control,Claude Opus 4,pride_ch02,Q24,refusal_policy
control,Claude Opus 4,pride_ch03,Q07,unknown_bare
control,Claude Opus 4,pride_ch03,Q08,refusal_policy
control,Claude Opus 4,pride_ch03,Q09,refusal_policy
control,Claude Opus 4,pride_ch03,Q10,unknown_bare
control,Claude Opus 4,pride_ch03,Q11,refusal_policy
control,Claude Opus 4,pride_ch03,Q12,unknown_bare
control,Claude Opus 4,pride_ch03,Q13,refusal_policy
control,Claude Opus 4,pride_ch03,Q21,refusal_policy
control,Claude Opus 4,pride_ch03,Q22,refusal_policy
control,Claude Opus 4,pride_ch03,Q23,refusal_policy
control,Claude Opus 4,pride_ch03,Q24,refusal_policy
control,Claude Opus 4,pride_ch04,Q07,refusal_policy
control,Claude Opus 4,pride_ch04,Q08,refusal_policy
control,Claude Opus 4,pride_ch04,Q09,refusal_policy
control,Claude Opus 4,pride_ch04,Q10,refusal_policy
control,Claude Opus 4,pride_ch04,Q11,refusal_policy
control,Claude Opus 4,pride_ch04,Q12,refusal_policy
control,Claude Opus 4,pride_ch04,Q13,refusal_policy
control,Claude Opus 4,pride_ch04,Q21,refusal_policy
control,Claude Opus 4,pride_ch04,Q22,refusal_policy
control,Claude Opus 4,pride_ch04,Q23,refusal_policy
control,Claude Opus 4,pride_ch04,Q24,refusal_policy
control,Claude Opus 4,pride_ch05,Q07,refusal_policy
control,Claude Opus 4,pride_ch05,Q08,refusal_policy
control,Claude Opus 4,pride_ch05,Q09,refusal_policy
control,Claude Opus 4,pride_ch05,Q10,refusal_policy
control,Claude Opus 4,pride_ch05,Q11,refusal_policy
control,Claude Opus 4,pride_ch05,Q12,refusal_policy
control,Claude Opus 4,pride_ch05,Q13,refusal_policy
control,Claude Opus 4,pride_ch05,Q21,refusal_policy
control,Claude Opus 4,pride_ch05,Q22,refusal_policy
control,Claude Opus 4,pride_ch05,Q23,refusal_policy
control,Claude Opus 4,pride_ch05,Q24,refusal_policy
control,Claude Opus 4,pride_ch06,Q07,refusal_policy
control,Claude Opus 4,pride_ch06,Q08,refusal_policy
control,Claude Opus 4,pride_ch06,Q09,refusal_policy
control,Claude Opus 4,pride_ch06,Q10,refusal_policy
control,Claude Opus 4,pride_ch06,Q11,refusal_policy
control,Claude Opus 4,pride_ch06,Q12,unknown_bare
control,Claude Opus 4,pride_ch06,Q13,refusal_policy
control,Claude Opus 4,pride_ch06,Q21,refusal_policy
control,Claude Opus 4,pride_ch06,Q22,refusal_policy
control,Claude Opus 4,pride_ch06,Q23,refusal_policy
control,Claude Opus 4,pride_ch06,Q24,refusal_policy
control,Claude Opus 4,pride_ch07,Q07,refusal_policy
control,Claude Opus 4,pride_ch07,Q08,refusal_policy
control,Claude Opus 4,pride_ch07,Q09,unknown_bare
control,Claude Opus 4,pride_ch07,Q10,unknown_bare
control,Claude Opus 4,pride_ch07,Q11,unknown_bare
control,Claude Opus 4,pride_ch07,Q12,refusal_policy
control,Claude Opus 4,pride_ch07,Q13,refusal_policy
control,Claude Opus 4,pride_ch07,Q21,refusal_policy
control,Claude Opus 4,pride_ch07,Q22,refusal_policy
control,Claude Opus 4,pride_ch07,Q23,refusal_policy
control,Claude Opus 4,pride_ch07,Q24,refusal_policy
control,Claude Opus 4,pride_ch08,Q07,refusal_policy
control,Claude Opus 4,pride_ch08,Q08,unknown_bare
control,Claude Opus 4,pride_ch08,Q09,refusal_policy
control,Claude Opus 4,pride_ch08,Q10,refusal_policy
control,Claude Opus 4,pride_ch08,Q11,refusal_policy
control,Claude Opus 4,pride_ch08,Q12,unknown_bare
control,Claude Opus 4,pride_ch08,Q13,refusal_policy
control,Claude Opus 4,pride_ch08,Q21,refusal_policy
control,Claude Opus 4,pride_ch08,Q22,refusal_policy
control,Claude Opus 4,pride_ch08,Q23,refusal_policy
control,Claude Opus 4,pride_ch08,Q24,refusal_policy
control,Gemini 2.5 Pro,constitution_ch01,Q07,unknown_bare
control,Gemini 2.5 Pro,constitution_ch01,Q08,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q09,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q10,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q11,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q12,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q13,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q21,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q22,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q23,attempt
control,Gemini 2.5 Pro,constitution_ch01,Q24,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q07,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q08,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q09,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q10,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q11,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q12,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q13,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q21,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q22,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q23,attempt
control,Gemini 2.5 Pro,constitution_ch02,Q24,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q07,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q08,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q09,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q10,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q11,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q12,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q13,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q21,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q22,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q23,attempt
control,Gemini 2.5 Pro,constitution_ch03,Q24,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q07,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q08,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q09,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q10,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q11,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q12,unknown_bare
control,Gemini 2.5 Pro,gatsby_ch01,Q13,empty
control,Gemini 2.5 Pro,gatsby_ch01,Q21,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q22,empty
control,Gemini 2.5 Pro,gatsby_ch01,Q23,attempt
control,Gemini 2.5 Pro,gatsby_ch01,Q24,attempt
control,Gemini 2.5 Pro,gatsby_ch02,Q07,attempt
control,Gemini 2.5 Pro,gatsby_ch02,Q08,attempt
