case_id,qid,work,arm,date_filed,jurisdiction,model,condition,trunc_n,n_prefix_tokens,n_suffix_tokens,logp_sum,logp_per_token,p_geomean,min_token_logprob,n_tokens_below_1e3,first_break_index,align_warning
cl_2021_ca2_united_states_v._reichberg,Q24,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,65,26,-58.359321,-2.244589,0.10597106,-8.014269,2,1,
cl_2022_ca2_united_states_v._blaszczak,Q13,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,30,10,-17.286636,-1.728664,0.17752149,-5.76694,0,9,
cl_2022_ca2_united_states_v._blaszczak,Q13,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,30,25,-70.869981,-2.834799,0.05873032,-15.614129,1,10,
cl_2022_ca2_united_states_v._blaszczak,Q13,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,30,50,-133.168065,-2.663361,0.0697135,-15.614129,5,10,
cl_2022_ca2_united_states_v._blaszczak,Q13,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,30,61,-161.888548,-2.653911,0.07037546,-15.614129,6,10,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q24,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,66,10,-45.69087,-4.569087,0.01036742,-10.261376,3,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q24,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,66,25,-77.28229,-3.091292,0.04544322,-10.261376,4,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q24,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,66,25,-77.28229,-3.091292,0.04544322,-10.261376,4,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q24,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,66,25,-77.28229,-3.091292,0.04544322,-10.261376,4,1,
cl_2018_cadc_phh_corporation_v._cfpb,Q07,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,74,10,-39.187118,-3.918712,0.01986667,-10.239442,2,6,
cl_2018_cadc_phh_corporation_v._cfpb,Q07,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,74,18,-56.914496,-3.161916,0.04234451,-10.239442,3,6,
cl_2018_cadc_phh_corporation_v._cfpb,Q07,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,74,18,-56.914496,-3.161916,0.04234451,-10.239442,3,6,
cl_2018_cadc_phh_corporation_v._cfpb,Q07,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,74,18,-56.914496,-3.161916,0.04234451,-10.239442,3,6,
cl_2018_cadc_phh_corporation_v._cfpb,Q24,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,66,10,-26.073413,-2.607341,0.07373031,-8.419946,2,2,
cl_2018_cadc_phh_corporation_v._cfpb,Q24,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,66,25,-57.670846,-2.306834,0.09957603,-8.419946,4,2,
cl_2018_cadc_phh_corporation_v._cfpb,Q24,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,66,26,-64.20322,-2.469355,0.08463947,-8.419946,4,2,
cl_2018_cadc_phh_corporation_v._cfpb,Q24,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,66,26,-64.20322,-2.469355,0.08463947,-8.419946,4,2,
cl_2020_ca2_xy_planning_network_llc_v._sec,Q24,cl_2020_ca2_xy_planning_network_llc_v._sec,pre_cutoff,2020-06-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,60,10,-34.081791,-3.408179,0.03310142,-17.509033,1,7,
cl_2020_ca2_xy_planning_network_llc_v._sec,Q24,cl_2020_ca2_xy_planning_network_llc_v._sec,pre_cutoff,2020-06-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,60,25,-77.0193,-3.080772,0.04592379,-17.509033,2,7,
cl_2020_ca2_xy_planning_network_llc_v._sec,Q24,cl_2020_ca2_xy_planning_network_llc_v._sec,pre_cutoff,2020-06-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,60,32,-86.294305,-2.696697,0.06742786,-17.509033,2,7,
cl_2020_ca2_xy_planning_network_llc_v._sec,Q24,cl_2020_ca2_xy_planning_network_llc_v._sec,pre_cutoff,2020-06-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,60,32,-86.294305,-2.696697,0.06742786,-17.509033,2,7,
cl_2022_ca2_haley_v._tiaa,Q24,cl_2022_ca2_haley_v._tiaa,pre_cutoff,2022-12-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,69,10,-16.29081,-1.629081,0.19610972,-5.468538,0,4,
cl_2022_ca2_haley_v._tiaa,Q24,cl_2022_ca2_haley_v._tiaa,pre_cutoff,2022-12-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,69,23,-60.117077,-2.613786,0.07325667,-9.100764,3,21,
cl_2022_ca2_haley_v._tiaa,Q24,cl_2022_ca2_haley_v._tiaa,pre_cutoff,2022-12-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,69,23,-60.117077,-2.613786,0.07325667,-9.100764,3,21,
cl_2022_ca2_haley_v._tiaa,Q24,cl_2022_ca2_haley_v._tiaa,pre_cutoff,2022-12-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,69,23,-60.117077,-2.613786,0.07325667,-9.100764,3,21,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q24,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,64,10,-17.414426,-1.741443,0.17526738,-7.631178,1,1,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q24,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,64,25,-48.067217,-1.922689,0.14621331,-10.403253,2,20,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q24,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,64,28,-52.529087,-1.876039,0.15319574,-10.403253,2,20,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q24,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,64,28,-52.529087,-1.876039,0.15319574,-10.403253,2,20,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q24,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,59,10,-37.241192,-3.724119,0.02413435,-11.068773,1,2,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q24,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,59,25,-54.499583,-2.179983,0.11304342,-11.068773,1,2,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q24,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,59,33,-63.333318,-1.919191,0.14672555,-11.068773,1,2,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q24,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,59,33,-63.333318,-1.919191,0.14672555,-11.068773,1,2,
cl_2020_ca11_united_states_v._gerti_muho,Q24,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,63,10,-50.207681,-5.020768,0.00659946,-14.530545,3,3,
cl_2020_ca11_united_states_v._gerti_muho,Q24,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,63,25,-73.45585,-2.938234,0.05295917,-14.530545,4,3,
cl_2020_ca11_united_states_v._gerti_muho,Q24,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,63,30,-88.789924,-2.959664,0.05183632,-14.530545,4,3,
cl_2020_ca11_united_states_v._gerti_muho,Q24,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,63,30,-88.789924,-2.959664,0.05183632,-14.530545,4,3,
cl_2025_scotus_cunningham_v._cornell_univ.,Q24,cl_2025_scotus_cunningham_v._cornell_univ.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,68,10,-29.813734,-2.981373,0.05072313,-6.037206,0,4,
cl_2025_scotus_cunningham_v._cornell_univ.,Q24,cl_2025_scotus_cunningham_v._cornell_univ.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,68,25,-78.423199,-3.136928,0.04341597,-10.752993,2,20,
cl_2025_scotus_cunningham_v._cornell_univ.,Q24,cl_2025_scotus_cunningham_v._cornell_univ.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,68,25,-78.423199,-3.136928,0.04341597,-10.752993,2,20,
cl_2025_scotus_cunningham_v._cornell_univ.,Q24,cl_2025_scotus_cunningham_v._cornell_univ.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,68,25,-78.423199,-3.136928,0.04341597,-10.752993,2,20,
cl_2018_cadc_phh_corporation_v._cfpb,Q08,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,65,10,-15.022446,-1.502245,0.22262989,-5.952583,0,0,
cl_2018_cadc_phh_corporation_v._cfpb,Q08,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,65,25,-70.585924,-2.823437,0.05940143,-11.133814,1,12,
cl_2018_cadc_phh_corporation_v._cfpb,Q08,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,65,29,-80.124005,-2.762897,0.0631087,-11.133814,2,12,
cl_2018_cadc_phh_corporation_v._cfpb,Q08,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,2018-01-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,65,29,-80.124005,-2.762897,0.0631087,-11.133814,2,12,
cl_2024_dcd_akhmetshin_v._browder,Q24,cl_2024_dcd_akhmetshin_v._browder,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,67,10,-14.723653,-1.472365,0.22938228,-7.27606,1,9,
cl_2024_dcd_akhmetshin_v._browder,Q24,cl_2024_dcd_akhmetshin_v._browder,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,67,25,-47.572143,-1.902886,0.14913763,-8.791402,3,17,
cl_2024_dcd_akhmetshin_v._browder,Q24,cl_2024_dcd_akhmetshin_v._browder,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,67,27,-47.855355,-1.772421,0.16992119,-8.791402,3,17,
cl_2024_dcd_akhmetshin_v._browder,Q24,cl_2024_dcd_akhmetshin_v._browder,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,67,27,-47.855355,-1.772421,0.16992119,-8.791402,3,17,
cl_2026_dcd_koneru_v_securities_and_exchange_commission,Q24,cl_2026_dcd_koneru_v_securities_and_exchange_commission,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,68,10,-16.032124,-1.603212,0.201249,-6.088311,0,9,
cl_2026_dcd_koneru_v_securities_and_exchange_commission,Q24,cl_2026_dcd_koneru_v_securities_and_exchange_commission,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,68,25,-44.293117,-1.771725,0.17003947,-6.088311,0,9,
cl_2026_dcd_koneru_v_securities_and_exchange_commission,Q24,cl_2026_dcd_koneru_v_securities_and_exchange_commission,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,68,26,-44.912427,-1.727401,0.17774576,-6.088311,0,9,
cl_2026_dcd_koneru_v_securities_and_exchange_commission,Q24,cl_2026_dcd_koneru_v_securities_and_exchange_commission,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,68,26,-44.912427,-1.727401,0.17774576,-6.088311,0,9,
cl_2021_ca2_sacerdote_v._new_york_university,Q11,cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,2021-08-16,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,77,10,-27.638198,-2.76382,0.06305047,-7.546477,1,1,
cl_2021_ca2_sacerdote_v._new_york_university,Q11,cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,2021-08-16,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,77,18,-52.442575,-2.913476,0.05428668,-7.546477,2,1,
cl_2021_ca2_sacerdote_v._new_york_university,Q11,cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,2021-08-16,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,77,18,-52.442575,-2.913476,0.05428668,-7.546477,2,1,
cl_2021_ca2_sacerdote_v._new_york_university,Q11,cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,2021-08-16,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,77,18,-52.442575,-2.913476,0.05428668,-7.546477,2,1,
cl_2024_ca2_packer_v._raging_capital_management,Q24,cl_2024_ca2_packer_v._raging_capital_management,post_cutoff_control,2024-06-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,72,10,-26.05686,-2.605686,0.07385246,-7.836399,1,4,
cl_2024_ca2_packer_v._raging_capital_management,Q24,cl_2024_ca2_packer_v._raging_capital_management,post_cutoff_control,2024-06-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,72,24,-60.350623,-2.514609,0.08089451,-7.836399,1,4,
cl_2024_ca2_packer_v._raging_capital_management,Q24,cl_2024_ca2_packer_v._raging_capital_management,post_cutoff_control,2024-06-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,72,24,-60.350623,-2.514609,0.08089451,-7.836399,1,4,
cl_2024_ca2_packer_v._raging_capital_management,Q24,cl_2024_ca2_packer_v._raging_capital_management,post_cutoff_control,2024-06-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,72,24,-60.350623,-2.514609,0.08089451,-7.836399,1,4,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q24,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,66,10,-46.557797,-4.65578,0.0095065,-10.611006,3,3,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q24,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,66,25,-93.073862,-3.722954,0.02416247,-10.93624,4,11,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q24,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,66,30,-105.705637,-3.523521,0.02949539,-10.93624,5,11,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q24,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,66,30,-105.705637,-3.523521,0.02949539,-10.93624,5,11,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q07,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,10,10,-54.200728,-5.420073,0.00442682,-14.11961,5,5,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q07,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,10,25,-78.78159,-3.151264,0.04279801,-14.11961,6,5,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q07,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,10,50,-150.003725,-3.000075,0.04978336,-15.287722,10,36,
cl_2026_ca9_pover_v_the_capital_group_companies_inc,Q07,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,2026-07-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,10,86,-216.99149,-2.523157,0.08020601,-15.287722,11,36,
cl_2021_ca2_united_states_v._reichberg,Q20,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,70,10,-22.780917,-2.278092,0.10247958,-7.882103,1,5,
cl_2021_ca2_united_states_v._reichberg,Q20,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,70,25,-45.500287,-1.820011,0.16202389,-7.882103,1,5,
cl_2021_ca2_united_states_v._reichberg,Q20,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,70,27,-47.21739,-1.748792,0.17398395,-7.882103,1,5,
cl_2021_ca2_united_states_v._reichberg,Q20,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,70,27,-47.21739,-1.748792,0.17398395,-7.882103,1,5,
cl_2020_dcd_ghadami_v._united_states_department,Q14,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,2020-03-19,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,33,10,-25.295512,-2.529551,0.07969478,-7.251709,1,1,
cl_2020_dcd_ghadami_v._united_states_department,Q14,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,2020-03-19,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,33,25,-71.879267,-2.875171,0.05640651,-10.120202,4,22,
cl_2020_dcd_ghadami_v._united_states_department,Q14,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,2020-03-19,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,33,50,-144.071028,-2.881421,0.05605508,-10.120202,8,22,
cl_2020_dcd_ghadami_v._united_states_department,Q14,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,2020-03-19,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,33,65,-185.166193,-2.848711,0.05791895,-10.120202,9,22,
cl_2020_dcd_united_states_v._harmon,Q12,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,68,10,-27.709852,-2.770985,0.0626003,-7.085142,1,3,
cl_2020_dcd_united_states_v._harmon,Q12,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,68,25,-59.825862,-2.393034,0.09135206,-7.487688,2,23,
cl_2020_dcd_united_states_v._harmon,Q12,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,68,30,-64.974185,-2.165806,0.11465746,-7.487688,2,23,
cl_2020_dcd_united_states_v._harmon,Q12,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,68,30,-64.974185,-2.165806,0.11465746,-7.487688,2,23,
cl_2020_dcd_united_states_v._harmon,Q13,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,68,10,-27.709852,-2.770985,0.0626003,-7.085142,1,3,
cl_2020_dcd_united_states_v._harmon,Q13,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,68,25,-59.825862,-2.393034,0.09135206,-7.487688,2,23,
cl_2020_dcd_united_states_v._harmon,Q13,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,68,30,-64.974185,-2.165806,0.11465746,-7.487688,2,23,
cl_2020_dcd_united_states_v._harmon,Q13,cl_2020_dcd_united_states_v._harmon,pre_cutoff,2020-12-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,68,30,-64.974185,-2.165806,0.11465746,-7.487688,2,23,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q24,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,74,10,-21.012135,-2.101214,0.12230792,-5.776459,0,6,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q24,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,74,25,-46.538269,-1.861531,0.15543451,-6.309223,0,23,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q24,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,74,25,-46.538269,-1.861531,0.15543451,-6.309223,0,23,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q24,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,74,25,-46.538269,-1.861531,0.15543451,-6.309223,0,23,
cl_2022_ca9_lenai_mull_v._motion_picture_indust,Q09,cl_2022_ca9_lenai_mull_v._motion_picture_indust,pre_cutoff,2022-07-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,33,10,-25.595184,-2.559518,0.07734198,-10.246295,1,7,
cl_2022_ca9_lenai_mull_v._motion_picture_indust,Q09,cl_2022_ca9_lenai_mull_v._motion_picture_indust,pre_cutoff,2022-07-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,33,25,-53.31202,-2.132481,0.11854285,-10.246295,1,7,
cl_2022_ca9_lenai_mull_v._motion_picture_indust,Q09,cl_2022_ca9_lenai_mull_v._motion_picture_indust,pre_cutoff,2022-07-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,33,50,-115.657605,-2.313152,0.09894886,-10.246295,2,7,
cl_2022_ca9_lenai_mull_v._motion_picture_indust,Q09,cl_2022_ca9_lenai_mull_v._motion_picture_indust,pre_cutoff,2022-07-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,33,66,-145.00526,-2.197049,0.11113058,-10.77901,3,56,
cl_2023_ca2_pauwels_v._deloitte_llp,Q24,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,2023-10-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,70,10,-27.752893,-2.775289,0.06233144,-8.405844,1,1,
cl_2023_ca2_pauwels_v._deloitte_llp,Q24,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,2023-10-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,70,25,-39.960775,-1.598431,0.20221355,-8.405844,1,1,
cl_2023_ca2_pauwels_v._deloitte_llp,Q24,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,2023-10-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,70,29,-47.10419,-1.624282,0.19705303,-8.405844,1,1,
cl_2023_ca2_pauwels_v._deloitte_llp,Q24,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,2023-10-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,70,29,-47.10419,-1.624282,0.19705303,-8.405844,1,1,
cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,Q24,cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,pre_cutoff,2023-07-17,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,74,10,-41.618231,-4.161823,0.01557913,-8.258664,3,0,
cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,Q24,cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,pre_cutoff,2023-07-17,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,74,25,-79.336527,-3.173461,0.04185847,-8.258664,4,0,
cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,Q24,cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,pre_cutoff,2023-07-17,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,74,26,-80.608382,-3.100322,0.04503468,-8.258664,4,0,
cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,Q24,cl_2023_ca4_benjamin_reetz_v._aon_hewitt_invest,pre_cutoff,2023-07-17,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,74,26,-80.608382,-3.100322,0.04503468,-8.258664,4,0,
cl_2024_dcd_securities_and_exchange_commission_,Q14,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,36,10,-18.801936,-1.880194,0.15256056,-4.704413,0,6,
cl_2024_dcd_securities_and_exchange_commission_,Q14,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,36,25,-57.234145,-2.289366,0.10133071,-9.727283,2,11,
cl_2024_dcd_securities_and_exchange_commission_,Q14,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,36,50,-127.115891,-2.542318,0.07868381,-9.727283,4,11,
cl_2024_dcd_securities_and_exchange_commission_,Q14,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,36,65,-152.936441,-2.352868,0.095096,-9.727283,5,11,
