dataset,case_id,model_family,model,features_found,total_features,coverage
borderline,74,qwen,qwen/qwen3.6-35b-a3b,7,15,0.4666666666666667
borderline,74,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
borderline,74,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
borderline,74,gold,gold,7,15,0.4666666666666667
borderline,80,anthropic,anthropic/claude-opus-4.8,10,24,0.4166666666666667
borderline,80,google,google/gemini-3.1-flash-lite,6,24,0.25
borderline,80,openai,openai/gpt-5.4-mini,8,24,0.3333333333333333
borderline,80,google,google/gemini-3.1-pro-preview,5,24,0.20833333333333334
borderline,80,openai,openai/gpt-5.5,10,24,0.4166666666666667
borderline,80,openai,openai/gpt-5.4,9,24,0.375
borderline,80,google,google/gemini-3.5-flash,6,24,0.25
borderline,80,qwen,qwen/qwen3.6-35b-a3b,6,24,0.25
borderline,80,qwen,qwen/qwen3.5-397b-a17b,6,24,0.25
borderline,80,anthropic,anthropic/claude-sonnet-4.6,12,24,0.5
borderline,80,qwen,qwen/qwen3.5-9b,6,24,0.25
borderline,80,gold,gold,11,24,0.4583333333333333
borderline,70,anthropic,anthropic/claude-opus-4.8,8,19,0.42105263157894735
borderline,70,openai,openai/gpt-5.5,10,19,0.5263157894736842
borderline,70,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
borderline,70,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,70,openai,openai/gpt-5.4-mini,7,19,0.3684210526315789
borderline,70,openai,openai/gpt-5.4,8,19,0.42105263157894735
borderline,70,google,google/gemini-3.5-flash,5,19,0.2631578947368421
borderline,70,qwen,qwen/qwen3.6-35b-a3b,6,19,0.3157894736842105
borderline,70,qwen,qwen/qwen3.5-397b-a17b,6,19,0.3157894736842105
borderline,70,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
borderline,70,gold,gold,8,19,0.42105263157894735
borderline,73,anthropic,anthropic/claude-opus-4.8,9,18,0.5
borderline,73,openai,openai/gpt-5.4-mini,6,18,0.3333333333333333
borderline,73,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,73,google,google/gemini-3.1-pro-preview,5,18,0.2777777777777778
borderline,73,google,google/gemini-3.5-flash,6,18,0.3333333333333333
borderline,73,openai,openai/gpt-5.5,9,18,0.5
borderline,73,openai,openai/gpt-5.4,10,18,0.5555555555555556
borderline,73,qwen,qwen/qwen3.6-35b-a3b,6,18,0.3333333333333333
borderline,73,anthropic,anthropic/claude-sonnet-4.6,10,18,0.5555555555555556
borderline,73,qwen,qwen/qwen3.5-397b-a17b,6,18,0.3333333333333333
borderline,73,qwen,qwen/qwen3.5-9b,8,18,0.4444444444444444
borderline,73,gold,gold,10,18,0.5555555555555556
borderline,72,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
borderline,72,openai,openai/gpt-5.5,8,19,0.42105263157894735
borderline,72,openai,openai/gpt-5.4,9,19,0.47368421052631576
borderline,72,openai,openai/gpt-5.4-mini,9,19,0.47368421052631576
borderline,72,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
borderline,72,google,google/gemini-3.5-flash,5,19,0.2631578947368421
borderline,72,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
borderline,72,anthropic,anthropic/claude-haiku-4.5,10,19,0.5263157894736842
borderline,72,qwen,qwen/qwen3.6-35b-a3b,6,19,0.3157894736842105
borderline,72,qwen,qwen/qwen3.5-397b-a17b,8,19,0.42105263157894735
borderline,72,qwen,qwen/qwen3.5-9b,8,19,0.42105263157894735
borderline,72,gold,gold,9,19,0.47368421052631576
borderline,78,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
borderline,78,openai,openai/gpt-5.4,8,14,0.5714285714285714
borderline,78,google,google/gemini-3.1-flash-lite,6,14,0.42857142857142855
borderline,78,openai,openai/gpt-5.5,9,14,0.6428571428571429
borderline,78,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
borderline,78,google,google/gemini-3.1-pro-preview,6,14,0.42857142857142855
borderline,78,google,google/gemini-3.5-flash,5,14,0.35714285714285715
borderline,78,anthropic,anthropic/claude-sonnet-4.6,12,14,0.8571428571428571
borderline,78,qwen,qwen/qwen3.5-9b,6,14,0.42857142857142855
borderline,78,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
borderline,78,qwen,qwen/qwen3.5-397b-a17b,6,14,0.42857142857142855
borderline,78,gold,gold,8,14,0.5714285714285714
borderline,86,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
borderline,86,openai,openai/gpt-5.4-mini,7,17,0.4117647058823529
borderline,86,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,86,openai,openai/gpt-5.5,10,17,0.5882352941176471
borderline,86,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
borderline,86,openai,openai/gpt-5.4,9,17,0.5294117647058824
borderline,86,anthropic,anthropic/claude-haiku-4.5,9,17,0.5294117647058824
borderline,86,google,google/gemini-3.5-flash,5,17,0.29411764705882354
borderline,86,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,86,anthropic,anthropic/claude-sonnet-4.6,9,17,0.5294117647058824
borderline,86,qwen,qwen/qwen3.5-397b-a17b,7,17,0.4117647058823529
borderline,86,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
borderline,86,gold,gold,8,17,0.47058823529411764
borderline,76,anthropic,anthropic/claude-opus-4.8,8,16,0.5
borderline,76,openai,openai/gpt-5.5,7,16,0.4375
borderline,76,google,google/gemini-3.1-pro-preview,5,16,0.3125
borderline,76,openai,openai/gpt-5.4,8,16,0.5
borderline,76,openai,openai/gpt-5.4-mini,6,16,0.375
borderline,76,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,76,google,google/gemini-3.5-flash,8,16,0.5
borderline,76,anthropic,anthropic/claude-haiku-4.5,7,16,0.4375
borderline,76,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
borderline,76,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
borderline,76,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
borderline,76,qwen,qwen/qwen3.5-9b,6,16,0.375
borderline,76,gold,gold,9,16,0.5625
borderline,83,anthropic,anthropic/claude-opus-4.8,8,12,0.6666666666666666
borderline,83,anthropic,anthropic/claude-haiku-4.5,9,12,0.75
borderline,83,openai,openai/gpt-5.5,9,12,0.75
borderline,83,google,google/gemini-3.1-flash-lite,5,12,0.4166666666666667
borderline,83,google,google/gemini-3.1-pro-preview,5,12,0.4166666666666667
borderline,83,openai,openai/gpt-5.4-mini,7,12,0.5833333333333334
borderline,83,google,google/gemini-3.5-flash,4,12,0.3333333333333333
borderline,83,qwen,qwen/qwen3.6-35b-a3b,6,12,0.5
borderline,83,anthropic,anthropic/claude-sonnet-4.6,9,12,0.75
borderline,83,openai,openai/gpt-5.4,8,12,0.6666666666666666
borderline,83,qwen,qwen/qwen3.5-397b-a17b,5,12,0.4166666666666667
borderline,83,qwen,qwen/qwen3.5-9b,5,12,0.4166666666666667
borderline,83,gold,gold,8,12,0.6666666666666666
borderline,81,anthropic,anthropic/claude-opus-4.8,8,18,0.4444444444444444
borderline,81,openai,openai/gpt-5.4,10,18,0.5555555555555556
borderline,81,openai,openai/gpt-5.4-mini,5,18,0.2777777777777778
borderline,81,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,81,google,google/gemini-3.1-pro-preview,5,18,0.2777777777777778
borderline,81,openai,openai/gpt-5.5,10,18,0.5555555555555556
borderline,81,google,google/gemini-3.5-flash,6,18,0.3333333333333333
borderline,81,qwen,qwen/qwen3.6-35b-a3b,5,18,0.2777777777777778
borderline,81,anthropic,anthropic/claude-sonnet-4.6,9,18,0.5
borderline,81,qwen,qwen/qwen3.5-397b-a17b,8,18,0.4444444444444444
borderline,81,gold,gold,12,18,0.6666666666666666
borderline,79,anthropic,anthropic/claude-opus-4.8,9,18,0.5
borderline,79,anthropic,anthropic/claude-haiku-4.5,8,18,0.4444444444444444
borderline,79,openai,openai/gpt-5.5,9,18,0.5
borderline,79,openai,openai/gpt-5.4,8,18,0.4444444444444444
borderline,79,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,79,openai,openai/gpt-5.4-mini,6,18,0.3333333333333333
borderline,79,google,google/gemini-3.1-pro-preview,6,18,0.3333333333333333
borderline,79,google,google/gemini-3.5-flash,4,18,0.2222222222222222
borderline,79,anthropic,anthropic/claude-sonnet-4.6,9,18,0.5
borderline,79,qwen,qwen/qwen3.5-9b,5,18,0.2777777777777778
borderline,79,qwen,qwen/qwen3.6-35b-a3b,8,18,0.4444444444444444
borderline,79,qwen,qwen/qwen3.5-397b-a17b,5,18,0.2777777777777778
borderline,79,gold,gold,9,18,0.5
borderline,87,anthropic,anthropic/claude-opus-4.8,9,12,0.75
borderline,87,anthropic,anthropic/claude-haiku-4.5,6,12,0.5
borderline,87,openai,openai/gpt-5.5,9,12,0.75
borderline,87,openai,openai/gpt-5.4-mini,8,12,0.6666666666666666
borderline,87,google,google/gemini-3.1-flash-lite,5,12,0.4166666666666667
borderline,87,openai,openai/gpt-5.4,8,12,0.6666666666666666
borderline,87,google,google/gemini-3.1-pro-preview,6,12,0.5
borderline,87,google,google/gemini-3.5-flash,6,12,0.5
borderline,87,qwen,qwen/qwen3.6-35b-a3b,3,12,0.25
borderline,87,anthropic,anthropic/claude-sonnet-4.6,9,12,0.75
borderline,87,qwen,qwen/qwen3.5-397b-a17b,6,12,0.5
borderline,87,gold,gold,9,12,0.75
borderline,84,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
borderline,84,openai,openai/gpt-5.5,8,17,0.47058823529411764
borderline,84,openai,openai/gpt-5.4-mini,7,17,0.4117647058823529
borderline,84,openai,openai/gpt-5.4,8,17,0.47058823529411764
borderline,84,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,84,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
borderline,84,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,84,google,google/gemini-3.5-flash,5,17,0.29411764705882354
borderline,84,qwen,qwen/qwen3.6-35b-a3b,5,17,0.29411764705882354
borderline,84,qwen,qwen/qwen3.5-397b-a17b,5,17,0.29411764705882354
borderline,84,qwen,qwen/qwen3.5-9b,6,17,0.35294117647058826
borderline,84,gold,gold,13,17,0.7647058823529411
borderline,91,anthropic,anthropic/claude-opus-4.8,9,16,0.5625
borderline,91,google,google/gemini-3.1-pro-preview,5,16,0.3125
borderline,91,openai,openai/gpt-5.5,10,16,0.625
borderline,91,openai,openai/gpt-5.4-mini,7,16,0.4375
borderline,91,openai,openai/gpt-5.4,9,16,0.5625
borderline,91,qwen,qwen/qwen3.6-35b-a3b,7,16,0.4375
borderline,91,google,google/gemini-3.5-flash,6,16,0.375
borderline,91,qwen,qwen/qwen3.5-9b,7,16,0.4375
borderline,91,qwen,qwen/qwen3.5-397b-a17b,7,16,0.4375
borderline,91,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
borderline,91,gold,gold,11,16,0.6875
borderline,88,anthropic,anthropic/claude-opus-4.8,10,22,0.45454545454545453
borderline,88,openai,openai/gpt-5.4-mini,7,22,0.3181818181818182
borderline,88,openai,openai/gpt-5.5,10,22,0.45454545454545453
borderline,88,google,google/gemini-3.1-flash-lite,5,22,0.22727272727272727
borderline,88,google,google/gemini-3.1-pro-preview,5,22,0.22727272727272727
borderline,88,openai,openai/gpt-5.4,8,22,0.36363636363636365
borderline,88,google,google/gemini-3.5-flash,6,22,0.2727272727272727
borderline,88,qwen,qwen/qwen3.6-35b-a3b,7,22,0.3181818181818182
borderline,88,qwen,qwen/qwen3.5-9b,5,22,0.22727272727272727
borderline,88,anthropic,anthropic/claude-sonnet-4.6,12,22,0.5454545454545454
borderline,88,qwen,qwen/qwen3.5-397b-a17b,6,22,0.2727272727272727
borderline,88,gold,gold,10,22,0.45454545454545453
borderline,89,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
borderline,89,openai,openai/gpt-5.4,8,17,0.47058823529411764
borderline,89,openai,openai/gpt-5.5,9,17,0.5294117647058824
borderline,89,openai,openai/gpt-5.4-mini,7,17,0.4117647058823529
borderline,89,anthropic,anthropic/claude-haiku-4.5,11,17,0.6470588235294118
borderline,89,google,google/gemini-3.1-flash-lite,4,17,0.23529411764705882
borderline,89,google,google/gemini-3.1-pro-preview,7,17,0.4117647058823529
borderline,89,google,google/gemini-3.5-flash,5,17,0.29411764705882354
borderline,89,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,89,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,89,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
borderline,89,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
borderline,89,gold,gold,8,17,0.47058823529411764
borderline,85,anthropic,anthropic/claude-opus-4.8,8,16,0.5
borderline,85,openai,openai/gpt-5.4-mini,6,16,0.375
borderline,85,openai,openai/gpt-5.5,8,16,0.5
borderline,85,openai,openai/gpt-5.4,8,16,0.5
borderline,85,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,85,google,google/gemini-3.1-pro-preview,5,16,0.3125
borderline,85,google,google/gemini-3.5-flash,7,16,0.4375
borderline,85,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
borderline,85,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
borderline,85,qwen,qwen/qwen3.5-9b,5,16,0.3125
borderline,85,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
borderline,85,gold,gold,8,16,0.5
borderline,96,anthropic,anthropic/claude-opus-4.8,8,23,0.34782608695652173
borderline,96,openai,openai/gpt-5.5,8,23,0.34782608695652173
borderline,96,google,google/gemini-3.1-flash-lite,5,23,0.21739130434782608
borderline,96,openai,openai/gpt-5.4,10,23,0.43478260869565216
borderline,96,openai,openai/gpt-5.4-mini,8,23,0.34782608695652173
borderline,96,google,google/gemini-3.1-pro-preview,6,23,0.2608695652173913
borderline,96,google,google/gemini-3.5-flash,6,23,0.2608695652173913
borderline,96,anthropic,anthropic/claude-haiku-4.5,6,23,0.2608695652173913
borderline,96,anthropic,anthropic/claude-sonnet-4.6,11,23,0.4782608695652174
borderline,96,qwen,qwen/qwen3.6-35b-a3b,7,23,0.30434782608695654
borderline,96,qwen,qwen/qwen3.5-397b-a17b,6,23,0.2608695652173913
borderline,96,qwen,qwen/qwen3.5-9b,5,23,0.21739130434782608
borderline,96,gold,gold,10,23,0.43478260869565216
borderline,90,anthropic,anthropic/claude-opus-4.8,9,14,0.6428571428571429
borderline,90,anthropic,anthropic/claude-haiku-4.5,11,14,0.7857142857142857
borderline,90,openai,openai/gpt-5.5,10,14,0.7142857142857143
borderline,90,openai,openai/gpt-5.4-mini,7,14,0.5
borderline,90,google,google/gemini-3.1-flash-lite,6,14,0.42857142857142855
borderline,90,openai,openai/gpt-5.4,9,14,0.6428571428571429
borderline,90,google,google/gemini-3.1-pro-preview,7,14,0.5
borderline,90,google,google/gemini-3.5-flash,6,14,0.42857142857142855
borderline,90,qwen,qwen/qwen3.6-35b-a3b,8,14,0.5714285714285714
borderline,90,qwen,qwen/qwen3.5-9b,6,14,0.42857142857142855
borderline,90,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
borderline,90,qwen,qwen/qwen3.5-397b-a17b,7,14,0.5
borderline,90,gold,gold,11,14,0.7857142857142857
borderline,98,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
borderline,98,openai,openai/gpt-5.5,7,17,0.4117647058823529
borderline,98,openai,openai/gpt-5.4,8,17,0.47058823529411764
borderline,98,google,google/gemini-3.1-flash-lite,4,17,0.23529411764705882
borderline,98,openai,openai/gpt-5.4-mini,5,17,0.29411764705882354
borderline,98,google,google/gemini-3.1-pro-preview,4,17,0.23529411764705882
borderline,98,google,google/gemini-3.5-flash,5,17,0.29411764705882354
borderline,98,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,98,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,98,qwen,qwen/qwen3.5-397b-a17b,5,17,0.29411764705882354
borderline,98,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
borderline,98,gold,gold,8,17,0.47058823529411764
borderline,82,anthropic,anthropic/claude-opus-4.8,10,22,0.45454545454545453
borderline,82,anthropic,anthropic/claude-haiku-4.5,12,22,0.5454545454545454
borderline,82,google,google/gemini-3.1-flash-lite,5,22,0.22727272727272727
borderline,82,openai,openai/gpt-5.4,10,22,0.45454545454545453
borderline,82,google,google/gemini-3.1-pro-preview,6,22,0.2727272727272727
borderline,82,openai,openai/gpt-5.4-mini,7,22,0.3181818181818182
borderline,82,openai,openai/gpt-5.5,10,22,0.45454545454545453
borderline,82,google,google/gemini-3.5-flash,6,22,0.2727272727272727
borderline,82,anthropic,anthropic/claude-sonnet-4.6,11,22,0.5
borderline,82,qwen,qwen/qwen3.6-35b-a3b,6,22,0.2727272727272727
borderline,82,qwen,qwen/qwen3.5-397b-a17b,6,22,0.2727272727272727
borderline,82,qwen,qwen/qwen3.5-9b,6,22,0.2727272727272727
borderline,82,gold,gold,11,22,0.5
adversarial,51,anthropic,anthropic/claude-opus-4.8,9,14,0.6428571428571429
adversarial,51,anthropic,anthropic/claude-haiku-4.5,6,14,0.42857142857142855
adversarial,51,openai,openai/gpt-5.5,9,14,0.6428571428571429
adversarial,51,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
adversarial,51,google,google/gemini-3.1-flash-lite,4,14,0.2857142857142857
adversarial,51,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
adversarial,51,google,google/gemini-3.5-flash,5,14,0.35714285714285715
adversarial,51,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
adversarial,51,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
adversarial,51,openai,openai/gpt-5.4,8,14,0.5714285714285714
adversarial,51,qwen,qwen/qwen3.5-9b,5,14,0.35714285714285715
adversarial,51,qwen,qwen/qwen3.5-397b-a17b,4,14,0.2857142857142857
adversarial,51,gold,gold,7,14,0.5
borderline,92,anthropic,anthropic/claude-opus-4.8,10,17,0.5882352941176471
borderline,92,openai,openai/gpt-5.4,8,17,0.47058823529411764
borderline,92,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
borderline,92,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,92,openai,openai/gpt-5.5,9,17,0.5294117647058824
borderline,92,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,92,google,google/gemini-3.5-flash,6,17,0.35294117647058826
borderline,92,qwen,qwen/qwen3.6-35b-a3b,5,17,0.29411764705882354
borderline,92,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,92,qwen,qwen/qwen3.5-397b-a17b,5,17,0.29411764705882354
borderline,92,qwen,qwen/qwen3.5-9b,6,17,0.35294117647058826
borderline,92,gold,gold,10,17,0.5882352941176471
adversarial,52,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
adversarial,52,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
adversarial,52,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
adversarial,52,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
adversarial,52,google,google/gemini-3.5-flash,4,19,0.21052631578947367
adversarial,52,openai,openai/gpt-5.5,9,19,0.47368421052631576
adversarial,52,qwen,qwen/qwen3.5-9b,5,19,0.2631578947368421
adversarial,52,openai,openai/gpt-5.4,7,19,0.3684210526315789
adversarial,52,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
adversarial,52,qwen,qwen/qwen3.5-397b-a17b,4,19,0.21052631578947367
adversarial,52,gold,gold,7,19,0.3684210526315789
borderline,94,anthropic,anthropic/claude-opus-4.8,7,20,0.35
borderline,94,openai,openai/gpt-5.4-mini,6,20,0.3
borderline,94,google,google/gemini-3.1-pro-preview,5,20,0.25
borderline,94,google,google/gemini-3.1-flash-lite,5,20,0.25
borderline,94,openai,openai/gpt-5.5,8,20,0.4
borderline,94,openai,openai/gpt-5.4,9,20,0.45
borderline,94,google,google/gemini-3.5-flash,5,20,0.25
borderline,94,qwen,qwen/qwen3.6-35b-a3b,4,20,0.2
borderline,94,anthropic,anthropic/claude-sonnet-4.6,11,20,0.55
borderline,94,qwen,qwen/qwen3.5-397b-a17b,6,20,0.3
borderline,94,qwen,qwen/qwen3.5-9b,4,20,0.2
borderline,94,gold,gold,10,20,0.5
borderline,100,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
borderline,100,openai,openai/gpt-5.4,8,17,0.47058823529411764
borderline,100,anthropic,anthropic/claude-haiku-4.5,9,17,0.5294117647058824
borderline,100,openai,openai/gpt-5.4-mini,7,17,0.4117647058823529
borderline,100,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,100,openai,openai/gpt-5.5,10,17,0.5882352941176471
borderline,100,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,100,google,google/gemini-3.5-flash,6,17,0.35294117647058826
borderline,100,anthropic,anthropic/claude-sonnet-4.6,10,17,0.5882352941176471
borderline,100,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,100,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
borderline,100,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
borderline,100,gold,gold,11,17,0.6470588235294118
borderline,95,anthropic,anthropic/claude-opus-4.8,8,15,0.5333333333333333
borderline,95,openai,openai/gpt-5.4-mini,6,15,0.4
borderline,95,google,google/gemini-3.1-flash-lite,5,15,0.3333333333333333
borderline,95,openai,openai/gpt-5.4,8,15,0.5333333333333333
borderline,95,openai,openai/gpt-5.5,8,15,0.5333333333333333
borderline,95,google,google/gemini-3.1-pro-preview,7,15,0.4666666666666667
borderline,95,google,google/gemini-3.5-flash,6,15,0.4
borderline,95,qwen,qwen/qwen3.6-35b-a3b,5,15,0.3333333333333333
borderline,95,qwen,qwen/qwen3.5-9b,8,15,0.5333333333333333
borderline,95,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
borderline,95,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
borderline,95,gold,gold,9,15,0.6
borderline,99,anthropic,anthropic/claude-opus-4.8,8,18,0.4444444444444444
borderline,99,anthropic,anthropic/claude-haiku-4.5,8,18,0.4444444444444444
borderline,99,openai,openai/gpt-5.5,9,18,0.5
borderline,99,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,99,openai,openai/gpt-5.4,8,18,0.4444444444444444
borderline,99,google,google/gemini-3.1-pro-preview,6,18,0.3333333333333333
borderline,99,openai,openai/gpt-5.4-mini,8,18,0.4444444444444444
borderline,99,google,google/gemini-3.5-flash,6,18,0.3333333333333333
borderline,99,anthropic,anthropic/claude-sonnet-4.6,14,18,0.7777777777777778
borderline,99,qwen,qwen/qwen3.5-9b,6,18,0.3333333333333333
borderline,99,qwen,qwen/qwen3.6-35b-a3b,7,18,0.3888888888888889
borderline,99,qwen,qwen/qwen3.5-397b-a17b,8,18,0.4444444444444444
borderline,99,gold,gold,13,18,0.7222222222222222
borderline,93,anthropic,anthropic/claude-opus-4.8,10,22,0.45454545454545453
borderline,93,anthropic,anthropic/claude-haiku-4.5,10,22,0.45454545454545453
borderline,93,google,google/gemini-3.1-pro-preview,6,22,0.2727272727272727
borderline,93,openai,openai/gpt-5.4-mini,8,22,0.36363636363636365
borderline,93,google,google/gemini-3.1-flash-lite,6,22,0.2727272727272727
borderline,93,openai,openai/gpt-5.5,12,22,0.5454545454545454
borderline,93,google,google/gemini-3.5-flash,6,22,0.2727272727272727
borderline,93,qwen,qwen/qwen3.6-35b-a3b,7,22,0.3181818181818182
borderline,93,openai,openai/gpt-5.4,8,22,0.36363636363636365
borderline,93,anthropic,anthropic/claude-sonnet-4.6,14,22,0.6363636363636364
borderline,93,qwen,qwen/qwen3.5-9b,7,22,0.3181818181818182
borderline,93,qwen,qwen/qwen3.5-397b-a17b,6,22,0.2727272727272727
borderline,93,gold,gold,10,22,0.45454545454545453
borderline,97,anthropic,anthropic/claude-opus-4.8,10,19,0.5263157894736842
borderline,97,anthropic,anthropic/claude-haiku-4.5,9,19,0.47368421052631576
borderline,97,openai,openai/gpt-5.5,10,19,0.5263157894736842
borderline,97,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,97,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
borderline,97,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
borderline,97,openai,openai/gpt-5.4,8,19,0.42105263157894735
borderline,97,google,google/gemini-3.5-flash,7,19,0.3684210526315789
borderline,97,qwen,qwen/qwen3.6-35b-a3b,6,19,0.3157894736842105
borderline,97,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
borderline,97,qwen,qwen/qwen3.5-397b-a17b,6,19,0.3157894736842105
borderline,97,qwen,qwen/qwen3.5-9b,5,19,0.2631578947368421
borderline,97,gold,gold,12,19,0.631578947368421
adversarial,59,anthropic,anthropic/claude-opus-4.8,6,12,0.5
adversarial,59,openai,openai/gpt-5.5,7,12,0.5833333333333334
adversarial,59,openai,openai/gpt-5.4-mini,4,12,0.3333333333333333
adversarial,59,openai,openai/gpt-5.4,7,12,0.5833333333333334
adversarial,59,google,google/gemini-3.1-pro-preview,4,12,0.3333333333333333
adversarial,59,google,google/gemini-3.1-flash-lite,4,12,0.3333333333333333
adversarial,59,google,google/gemini-3.5-flash,4,12,0.3333333333333333
adversarial,59,qwen,qwen/qwen3.6-35b-a3b,5,12,0.4166666666666667
adversarial,59,anthropic,anthropic/claude-sonnet-4.6,9,12,0.75
adversarial,59,qwen,qwen/qwen3.5-397b-a17b,5,12,0.4166666666666667
adversarial,59,qwen,qwen/qwen3.5-9b,5,12,0.4166666666666667
adversarial,59,gold,gold,4,12,0.3333333333333333
adversarial,60,anthropic,anthropic/claude-opus-4.8,8,18,0.4444444444444444
adversarial,60,openai,openai/gpt-5.4-mini,7,18,0.3888888888888889
adversarial,60,openai,openai/gpt-5.5,8,18,0.4444444444444444
adversarial,60,google,google/gemini-3.1-pro-preview,6,18,0.3333333333333333
adversarial,60,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
adversarial,60,google,google/gemini-3.5-flash,6,18,0.3333333333333333
adversarial,60,openai,openai/gpt-5.4,8,18,0.4444444444444444
adversarial,60,qwen,qwen/qwen3.6-35b-a3b,6,18,0.3333333333333333
adversarial,60,anthropic,anthropic/claude-sonnet-4.6,8,18,0.4444444444444444
adversarial,60,qwen,qwen/qwen3.5-397b-a17b,6,18,0.3333333333333333
adversarial,60,gold,gold,9,18,0.5
adversarial,53,anthropic,anthropic/claude-opus-4.8,7,12,0.5833333333333334
adversarial,53,google,google/gemini-3.1-pro-preview,4,12,0.3333333333333333
adversarial,53,openai,openai/gpt-5.5,7,12,0.5833333333333334
adversarial,53,google,google/gemini-3.1-flash-lite,4,12,0.3333333333333333
adversarial,53,openai,openai/gpt-5.4-mini,5,12,0.4166666666666667
adversarial,53,openai,openai/gpt-5.4,7,12,0.5833333333333334
adversarial,53,google,google/gemini-3.5-flash,6,12,0.5
adversarial,53,qwen,qwen/qwen3.6-35b-a3b,3,12,0.25
adversarial,53,qwen,qwen/qwen3.5-9b,4,12,0.3333333333333333
adversarial,53,anthropic,anthropic/claude-sonnet-4.6,8,12,0.6666666666666666
adversarial,53,qwen,qwen/qwen3.5-397b-a17b,5,12,0.4166666666666667
