model,model_family,global_feature,appearances,mean_importance,frequency
openai/gpt-5.5,openai,Client's cognitive decline/diminished capacity,7,11.428571428571429,0.14
openai/gpt-5.5,openai,Client's communicated change in investment objectives,1,12.0,0.02
openai/gpt-5.5,openai,Client's current financial pressures/cash-flow constraints,1,18.0,0.02
openai/gpt-5.5,openai,Client's estate/legacy objective bearing on suitability,1,4.0,0.02
openai/gpt-5.5,openai,Client's explicit request/direction for the transaction or strategy,11,11.0,0.22
openai/gpt-5.5,openai,Client's expressed cost sensitivity / objection to fees,2,7.0,0.04
openai/gpt-5.5,openai,Client's expressed objections/discomfort with the recommendation,1,12.0,0.02
openai/gpt-5.5,openai,Client's financial capacity to absorb fees/costs,2,8.0,0.04
openai/gpt-5.5,openai,Client's income dependency / cash-flow reliance conflicting with strategy,6,13.833333333333334,0.12
openai/gpt-5.5,openai,Client's informed rationale/conviction for declining diversification,1,22.0,0.02
openai/gpt-5.5,openai,"Client's informed, voluntary understanding/acceptance of risks",12,7.583333333333333,0.24
openai/gpt-5.5,openai,Client's insider/corporate-officer status raising securities trading restrictions (Section 16/Rule 144/blackout),2,3.5,0.04
openai/gpt-5.5,openai,Client's long time horizon amplifying cumulative fee/cost drag,1,8.0,0.02
openai/gpt-5.5,openai,Client's low need/utilization of premium advisory services relative to fees,1,14.0,0.02
openai/gpt-5.5,openai,Client's overall demographic and financial vulnerability profile,1,18.0,0.02
openai/gpt-5.5,openai,Client's prior investment experience/sophistication relative to product complexity,12,9.75,0.24
openai/gpt-5.5,openai,Client's professional/industry domain expertise,1,9.0,0.02
openai/gpt-5.5,openai,Combined leverage and sector concentration compounding risk,1,15.0,0.02
openai/gpt-5.5,openai,Comparative cost analysis across share classes/fee structures,23,13.565217391304348,0.46
openai/gpt-5.5,openai,Completeness/adequacy of customer financial/investment profile information gathered,9,10.333333333333334,0.18
openai/gpt-5.5,openai,"Compliance remediation, escalation, and reporting obligations",6,3.8333333333333335,0.12
openai/gpt-5.5,openai,Compliance with internal firm guidelines versus individualized best-interest duty,2,8.5,0.04
openai/gpt-5.5,openai,Compliance with penny stock disclosure rules,9,8.222222222222221,0.18
openai/gpt-5.5,openai,Concentration in a single sector/asset-class creating idiosyncratic risk,17,16.058823529411764,0.34
openai/gpt-5.5,openai,Concentration in speculative/volatile securities,18,15.444444444444445,0.36
openai/gpt-5.5,openai,Concentration of assets in a single illiquid product,46,16.108695652173914,0.92
openai/gpt-5.5,openai,"Concentration predated advisor or arose from appreciation, not advisor-initiated purchases",1,9.0,0.02
openai/gpt-5.5,openai,Conflict of interest requires mitigation not mere disclosure,2,11.0,0.04
openai/gpt-5.5,openai,Consideration of client's total exposure including external/non-firm holdings,11,13.636363636363637,0.22
openai/gpt-5.5,openai,Contemporaneous market conditions elevating product risk,2,7.5,0.04
openai/gpt-5.5,openai,Contrast with another advisor's opposite conclusion on the same facts,1,6.0,0.02
openai/gpt-5.5,openai,Correlation between client's employment income/human capital and concentrated investment,8,12.75,0.16
openai/gpt-5.5,openai,Cost-to-equity ratio as excessive-trading indicator,8,16.0,0.16
openai/gpt-5.5,openai,Cost/fee consideration under Reg BI Care/best-interest obligation,9,6.555555555555555,0.18
openai/gpt-5.5,openai,Deferring the transaction would have avoided costs and preserved benefits,1,15.0,0.02
openai/gpt-5.5,openai,Degree/level of leverage relative to account size,3,17.0,0.06
openai/gpt-5.5,openai,Delayed discovery by family indicating inadequate client understanding,1,4.0,0.02
openai/gpt-5.5,openai,Documented diligence/research efforts partially mitigate but do not cure unsuitability,1,9.0,0.02
openai/gpt-5.5,openai,Duty to evaluate cumulative effect of a series of recommendations,1,11.0,0.02
openai/gpt-5.5,openai,Early-withdrawal tax penalty exposure (under age 59½),2,4.5,0.04
openai/gpt-5.5,openai,Existence of a recommendation triggering suitability/best-interest obligations,8,14.375,0.16
openai/gpt-5.5,openai,Existing guaranteed income covering expenses reduces need for guaranteed-income product/rider,5,12.8,0.1
openai/gpt-5.5,openai,Existing holdings creating cumulative concentration/duplication,2,11.5,0.04
openai/gpt-5.5,openai,Exploitation/undue-influence pattern targeting vulnerable client,3,9.0,0.06
openai/gpt-5.5,openai,Extreme concentration in a single/few securities,10,20.0,0.2
openai/gpt-5.5,openai,Facially reasonable investment does not cure KYC/suitability deficiency,1,12.0,0.02
openai/gpt-5.5,openai,Failure to deliver promised advisory/monitoring services justifying fee,5,19.8,0.1
openai/gpt-5.5,openai,Failure to incorporate current market conditions / reliance on stale data in risk analysis,1,24.0,0.02
openai/gpt-5.5,openai,Favorable factual development does not eliminate issuer-specific risk,1,4.0,0.02
openai/gpt-5.5,openai,Fee burden and proportionality relative to underlying investment expenses,16,12.625,0.32
openai/gpt-5.5,openai,Firm product-committee/approved-list approval relative to individualized suitability,3,6.333333333333333,0.06
openai/gpt-5.5,openai,Foreseeability of interest-rate/duration risk in rising-rate environment,1,12.0,0.02
openai/gpt-5.5,openai,Foreseeability of sector-specific market risk,2,3.5,0.04
openai/gpt-5.5,openai,Forfeiture of valuable existing contract benefits/riders,5,14.0,0.1
openai/gpt-5.5,openai,Frequency/pattern of fund switching indicating excessive trading,8,15.5,0.16
openai/gpt-5.5,openai,Front-end sales load reducing invested capital/effective yield,4,12.5,0.08
openai/gpt-5.5,openai,Functional similarity/equivalence of switched funds,7,18.285714285714285,0.14
openai/gpt-5.5,openai,"General characteristics/risks of leveraged inverse ETFs (daily reset, path-dependency)",4,15.25,0.08
openai/gpt-5.5,openai,Growth/inflation/longevity need considered as counterargument to conservative allocation,2,10.0,0.04
openai/gpt-5.5,openai,Holistic financial planning beyond the specific product (estate/healthcare),2,11.0,0.04
openai/gpt-5.5,openai,IRA/retirement rollover triggering DOL fiduciary/best-interest obligations,4,4.5,0.08
openai/gpt-5.5,openai,Implied guarantee/assurance undercutting a formal disclaimer,1,5.0,0.02
openai/gpt-5.5,openai,Imposition of new surrender restrictions on a contract already free of charges,4,10.75,0.08
openai/gpt-5.5,openai,Improved insurer financial-strength rating as supporting factor,1,3.0,0.02
openai/gpt-5.5,openai,Inaccurate/speculative tax-benefit claim,5,8.4,0.1
openai/gpt-5.5,openai,Incremental benefit of transaction/replacement small relative to its costs,3,16.666666666666668,0.06
openai/gpt-5.5,openai,Lack of genuine diversification benefit from overlapping products,6,10.666666666666666,0.12
openai/gpt-5.5,openai,Layered/stacked fee structure creating double-dipping,2,8.0,0.04
openai/gpt-5.5,openai,Legitimacy/timing of risk-profile update (post-hoc justification),2,7.5,0.04
openai/gpt-5.5,openai,Legitimate income need justifying higher-yield strategy,3,8.666666666666666,0.06
openai/gpt-5.5,openai,Leveraged closed-end fund structural leverage/premium risk,2,24.0,0.04
openai/gpt-5.5,openai,Leveraged/inverse ETPs treated as short-term tactical instruments unsuitable for long-term buy-and-hold,8,13.875,0.16
openai/gpt-5.5,openai,Liquidity provisions mitigating liquidity concerns,5,7.4,0.1
openai/gpt-5.5,openai,Loss caused by client's own overriding decision or external/idiosyncratic event,1,4.0,0.02
openai/gpt-5.5,openai,Low cost/expense ratio of recommended products,3,12.666666666666666,0.06
openai/gpt-5.5,openai,Magnitude and severity of realized client losses/harm,13,6.769230769230769,0.26
openai/gpt-5.5,openai,Magnitude of de-risking/allocation shift,4,15.5,0.08
openai/gpt-5.5,openai,Magnitude of sales charges/commissions generated,17,15.117647058823529,0.34
openai/gpt-5.5,openai,Margin interest cost burden relative to income/returns,1,8.0,0.02
openai/gpt-5.5,openai,Market-manipulation/pump-and-dump red flags and advisor awareness,1,8.0,0.02
openai/gpt-5.5,openai,Minimum investment size limiting diversification,1,4.0,0.02
openai/gpt-5.5,openai,Misleading characterization of a premium bonus/incentive as free money,1,10.0,0.02
openai/gpt-5.5,openai,Misleading representation of liquidity/withdrawal provisions,2,5.5,0.04
openai/gpt-5.5,openai,Misleading/incomplete income comparison methodology,2,11.5,0.04
openai/gpt-5.5,openai,Misleading/promissory seminar/marketing communications,1,5.0,0.02
openai/gpt-5.5,openai,Misleading/unbalanced characterization of active vs passive fund performance,2,13.5,0.04
openai/gpt-5.5,openai,Misrepresentation that a stop-loss/downside-protection mechanism is effective,1,9.0,0.02
openai/gpt-5.5,openai,Mitigating factors partially supporting the recommendation,1,6.0,0.02
openai/gpt-5.5,openai,No duty to refuse customer-directed orders from sophisticated investors,7,9.0,0.14
openai/gpt-5.5,openai,No transaction executed / recommendation withdrawn (mitigation),3,4.0,0.06
openai/gpt-5.5,openai,One-size-fits-all recommendation lacking individualization,4,7.5,0.08
openai/gpt-5.5,openai,Options account approval / options trading level appropriateness,1,14.0,0.02
openai/gpt-5.5,openai,Other income sources/resources reducing client's liquidity need,3,8.0,0.06
openai/gpt-5.5,openai,Overall net economic detriment / lack of net benefit to client,2,19.0,0.04
openai/gpt-5.5,openai,Overall portfolio diversification/asset allocation design,8,9.75,0.16
openai/gpt-5.5,openai,Overall qualitative assessment of excessive trading/churning,2,14.0,0.04
openai/gpt-5.5,openai,Partial/limited allocation preserving liquidity/diversification as mitigant,6,8.833333333333334,0.12
openai/gpt-5.5,openai,Pattern of similar conduct across multiple clients/transactions (systemic),7,9.428571428571429,0.14
openai/gpt-5.5,openai,Presence/absence of documentation memorializing verbal direction and disclosures,8,11.75,0.16
openai/gpt-5.5,openai,Presence/absence of legal authority (power of attorney) over account decisions,1,5.0,0.02
openai/gpt-5.5,openai,Product classification determining applicable regulatory framework,2,4.5,0.04
openai/gpt-5.5,openai,Product complexity/speculative/leveraged/illiquid characteristics requiring heightened diligence,20,13.8,0.4
openai/gpt-5.5,openai,Product suitability distinct from fee-arrangement suitability,1,8.0,0.02
openai/gpt-5.5,openai,Product switch altering risk profile without adequate disclosure,2,9.0,0.04
openai/gpt-5.5,openai,Product's inherent illiquidity structure (lock-up/redemption restrictions/penalties),2,18.0,0.04
openai/gpt-5.5,openai,Product's inherent risk characteristics (downside/principal-loss potential),20,13.65,0.4
openai/gpt-5.5,openai,Product-specific interest-rate/duration risk characteristics,9,13.333333333333334,0.18
openai/gpt-5.5,openai,Promoted product features irrelevant or misaligned with client's actual needs,1,14.0,0.02
openai/gpt-5.5,openai,Quality/track record of recommended funds supporting reasonable-basis selection,3,7.666666666666667,0.06
openai/gpt-5.5,openai,"Quantitative excessive-trading/churning metrics (turnover rate, cost-to-equity ratio)",13,16.46153846153846,0.26
openai/gpt-5.5,openai,Recommendation introduces leverage/margin-call risk,10,11.4,0.2
openai/gpt-5.5,openai,Recommendation triggering heightened supervisory review/documentation requirement,2,3.5,0.04
openai/gpt-5.5,openai,Reduction in current income/yield resulting from reallocation,1,5.0,0.02
openai/gpt-5.5,openai,Redundant tax deferral from placing annuity in a tax-advantaged account,14,9.714285714285714,0.28
openai/gpt-5.5,openai,Regulatory issue identified via routine exam rather than client complaint,2,7.0,0.04
openai/gpt-5.5,openai,"Regulatory prohibition of high-risk strategies within tax-advantaged accounts (e.g., naked options/margin in IRA)",3,4.666666666666667,0.06
openai/gpt-5.5,openai,Reliance on accounts as primary retirement assets without financial cushion,34,12.970588235294118,0.68
openai/gpt-5.5,openai,Reliance on backtested/hypothetical performance with limited live track record,1,13.0,0.02
openai/gpt-5.5,openai,Reliance on recent strong performance (recency bias),1,13.0,0.02
openai/gpt-5.5,openai,Required minimum distribution obligations conflicting with product lockup,1,4.0,0.02
openai/gpt-5.5,openai,Rider/benefit design matching beneficiary's specific needs,1,2.0,0.02
openai/gpt-5.5,openai,Rollover comparison and documentation duties,8,9.5,0.16
openai/gpt-5.5,openai,Round-trip/switching pattern evidencing intent/scienter,5,11.0,0.1
openai/gpt-5.5,openai,Selling-away / away-from-firm private transaction concerns,1,4.0,0.02
openai/gpt-5.5,openai,Sequence-of-returns/withdrawals-during-decline depletion risk,1,6.0,0.02
openai/gpt-5.5,openai,Share-class selection suitability/mismatch,1,20.0,0.02
openai/gpt-5.5,openai,Short evaluation/holding period limits inference from performance,1,10.0,0.02
openai/gpt-5.5,openai,Stated hedging rationale contradicted by client's actual exposure,1,10.0,0.02
openai/gpt-5.5,openai,Stated rationale contradicted by actual portfolio inactivity,1,18.0,0.02
openai/gpt-5.5,openai,Strategy's failure to generate the income it was intended to produce,3,10.333333333333334,0.06
openai/gpt-5.5,openai,Strength/legitimacy of underlying investment or sector fundamentals,1,9.0,0.02
openai/gpt-5.5,openai,"Structured product complexity, illiquidity, and principal-risk profile",1,20.0,0.02
openai/gpt-5.5,openai,"Suitability judged at time of recommendation, not by hindsight/outcome",34,4.970588235294118,0.68
openai/gpt-5.5,openai,Surrender charges incurred to exit/replace an existing contract,5,13.4,0.1
openai/gpt-5.5,openai,Surrender period mismatched with client's time horizon/liquidity needs,10,10.7,0.2
openai/gpt-5.5,openai,Surrender period restricting liquidity,3,12.0,0.06
openai/gpt-5.5,openai,Surveillance alert generated without documented supervisory follow-up,1,15.0,0.02
openai/gpt-5.5,openai,Sustainability/reliability of non-guaranteed income distributions,2,9.0,0.04
openai/gpt-5.5,openai,Tax consequences of frequent trading in a taxable account,1,3.0,0.02
openai/gpt-5.5,openai,Tax-efficiency of account placement for income-producing products,3,9.333333333333334,0.06
openai/gpt-5.5,openai,Timing/effective date determining which regulatory standard applies,23,9.608695652173912,0.46
openai/gpt-5.5,openai,Transparency/disclosure of OTC markups and transaction costs,1,8.0,0.02
openai/gpt-5.5,openai,Turnover ratio relative to excessive-trading thresholds,7,16.571428571428573,0.14
openai/gpt-5.5,openai,Uncertainty and timing of whether an anticipated liquidity need will materialize,1,4.0,0.02
openai/gpt-5.5,openai,Unrealized/mark-to-market losses with recovery potential,2,4.0,0.04
openai/gpt-5.5,openai,Vague or pretextual rationale for a transaction lacking analytical basis,4,7.75,0.08
openai/gpt-5.5,openai,Variable-annuity principal review requirement (FINRA 2330),5,11.4,0.1
openai/gpt-5.5,openai,Whether a hold at client direction in a non-discretionary account constitutes an ongoing recommendation / advisor's inability to force trades,1,11.0,0.02
openai/gpt-5.5,openai,Whether adequate disclosure/documentation cures unsuitability,10,6.8,0.2
openai/gpt-5.5,openai,Whether replacement product delivers superior income based on income-commencement timing,2,20.0,0.04
qwen/qwen3.5-397b-a17b,qwen,AML/SAR filing obligations,3,18.333333333333332,0.06
qwen/qwen3.5-397b-a17b,qwen,Abandonment of previously suitable diversified portfolio,1,23.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of advisor conflicts of interest / self-dealing / compensation incentives,27,12.0,0.54
qwen/qwen3.5-397b-a17b,qwen,Absence of advisor discretionary control over the account,1,20.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of changed circumstances justifying the transaction,1,30.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of cognitive-impairment diagnosis / physician clearance,1,7.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of demonstrable client benefit from the transaction/replacement,2,15.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Absence of documented alternatives analysis,10,15.8,0.2
qwen/qwen3.5-397b-a17b,qwen,Absence of documented client authorization or request for the strategy,1,15.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of documented cost-benefit/break-even analysis,3,23.333333333333332,0.06
qwen/qwen3.5-397b-a17b,qwen,Absence of documented diversification/risk analysis,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of documented exception process in supervisory procedures,2,10.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Absence of documented suitability analysis / KYC,1,5.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of excessive trading / quantitative suitability concerns,4,12.5,0.08
qwen/qwen3.5-397b-a17b,qwen,Absence of internal firm limits on illiquid/concentrated allocations,4,19.5,0.08
qwen/qwen3.5-397b-a17b,qwen,Absence of realized customer harm or complaint,5,9.0,0.1
qwen/qwen3.5-397b-a17b,qwen,Absence of required cost/compensation/conflict/product disclosures,5,17.2,0.1
qwen/qwen3.5-397b-a17b,qwen,Absence of required regulatory disclosure documents (Form CRS/ADV/rollover comparison),2,7.5,0.04
qwen/qwen3.5-397b-a17b,qwen,"Absence of risk-mitigation measures (stop-loss, hedging, diversification)",2,10.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Absence of signed product/concentration-specific risk acknowledgment,3,11.666666666666666,0.06
qwen/qwen3.5-397b-a17b,qwen,"Absence of trading, rebalancing, or discretionary portfolio activity over holding period (dormant portfolio)",1,15.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Absence of trusted contact/family member from the recommendation meeting,2,10.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Absence/presence of predefined objective re-entry criteria or timeline,1,5.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Academic consensus on underperformance of active management after fees,2,20.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Account type (tax-advantaged/IRA) considerations,2,15.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Account underperformance relative to market benchmark,8,13.75,0.16
qwen/qwen3.5-397b-a17b,qwen,Account-level objective segmentation isolating speculative sleeve while preserving overall risk profile,1,15.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Accredited investor eligibility/verification for private offerings,3,15.0,0.06
qwen/qwen3.5-397b-a17b,qwen,Accredited/eligibility status does not by itself establish suitability/best interest,1,35.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Actual financial outcome/profitability of the position,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Actual materialized loss corroborating ex ante foreseeability of risk (not hindsight),12,7.916666666666667,0.24
qwen/qwen3.5-397b-a17b,qwen,Actual post-sale performance as evidence bearing on misrepresentation claim,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Actual realized client financial harm/loss,10,11.3,0.2
qwen/qwen3.5-397b-a17b,qwen,Actual realized liquidity event corroborating foreseeable liquidity need,5,10.0,0.1
qwen/qwen3.5-397b-a17b,qwen,Adequacy of cost disclosure and client's comprehension of cumulative fees,6,16.666666666666668,0.12
qwen/qwen3.5-397b-a17b,qwen,Adequacy of disclosure reasonably designed for customer understanding,4,17.5,0.08
qwen/qwen3.5-397b-a17b,qwen,Adequacy of disclosure/education on product mechanics and costs,5,14.0,0.1
qwen/qwen3.5-397b-a17b,qwen,Adequacy of liquidity/emergency reserve remaining after investment,1,15.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Adequacy of product-level due diligence (reasonable-basis suitability),11,10.909090909090908,0.22
qwen/qwen3.5-397b-a17b,qwen,Adequacy of supervisory approval/review of the transaction,5,9.0,0.1
qwen/qwen3.5-397b-a17b,qwen,Adequacy/specificity of advisor's risk warnings and discouragement of the strategy,2,5.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor acknowledges concentration but fails to make adequate suitability adjustment,2,12.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor affirmatively recommended/added to the concentrated position,3,8.333333333333334,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor conflict of interest via personal relationship with issuer,4,16.25,0.08
qwen/qwen3.5-397b-a17b,qwen,Advisor creates artificial urgency/time pressure to execute,19,7.842105263157895,0.38
qwen/qwen3.5-397b-a17b,qwen,Advisor discourages diversification/dismisses alternatives without individualized analysis,2,7.5,0.04
qwen/qwen3.5-397b-a17b,qwen,"Advisor dismisses, deflects, or overrides client's expressed concerns",4,8.75,0.08
qwen/qwen3.5-397b-a17b,qwen,Advisor disregards/overrides client's documented risk profile/questionnaire,3,20.0,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor intends to falsify client documentation/records,11,22.0,0.22
qwen/qwen3.5-397b-a17b,qwen,Advisor invokes client's youth/time horizon to justify or override risk concerns,3,10.0,0.06
qwen/qwen3.5-397b-a17b,qwen,"Advisor minimizes/omits costs, commissions, and their impact on net returns",2,7.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor misrepresented/mischaracterized market risk to neutralize risk concern,8,15.625,0.16
qwen/qwen3.5-397b-a17b,qwen,Advisor recommended a less risky/more conservative alternative that client declined,4,26.25,0.08
qwen/qwen3.5-397b-a17b,qwen,Advisor relied on speculative market forecast presented as fact,2,7.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor repeatedly reiterated diversification recommendation over time,5,15.0,0.1
qwen/qwen3.5-397b-a17b,qwen,Advisor used high-pressure sales tactics overriding client objections,7,11.142857142857142,0.14
qwen/qwen3.5-397b-a17b,qwen,Advisor's 'stay the course' guidance during a downturn,2,5.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's actual knowledge of material change in client circumstances,2,35.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's commission/compensation conflict of interest,48,12.708333333333334,0.96
qwen/qwen3.5-397b-a17b,qwen,Advisor's conduct indicates systemic supervisory/process failure rather than isolated omission,1,2.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Advisor's de facto control over the account (churning control element),10,15.0,0.2
qwen/qwen3.5-397b-a17b,qwen,Advisor's disclosure and documentation of material/concentration risks and client acknowledgment,12,18.75,0.24
qwen/qwen3.5-397b-a17b,qwen,Advisor's disclosure/misrepresentation of margin risks and informed consent,3,15.0,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor's documented personal reservations about the product,2,10.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's documented rationale and analytical basis for the recommendation (process evidence),8,15.0,0.16
qwen/qwen3.5-397b-a17b,qwen,Advisor's duty to reconcile conflicting customer-profile information,3,26.666666666666668,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor's experience/authority appeal used to suppress client judgment or substitute for risk disclosure,1,5.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Advisor's failure to analyze/disclose downside drawdown/stress scenarios,3,14.0,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor's failure to probe or incorporate client's liquidity need,2,30.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's failure to reassess or update profile after changed circumstances,4,21.25,0.08
qwen/qwen3.5-397b-a17b,qwen,"Advisor's failure to warn, escalate, or take protective action on concentration risk",2,25.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's internal escalation/consultation with supervisor and adequacy of follow-through,1,5.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Advisor's knowledge of client health condition affecting future liquidity/care needs,3,17.666666666666668,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor's misleading/promissory performance claims and unbalanced upside emphasis,21,9.523809523809524,0.42
qwen/qwen3.5-397b-a17b,qwen,Advisor's misrepresentation/minimization/omission of material investment risks and mechanics,40,15.625,0.8
qwen/qwen3.5-397b-a17b,qwen,Advisor's monitoring/rebalancing/communication failure during holding period,6,10.333333333333334,0.12
qwen/qwen3.5-397b-a17b,qwen,Advisor's post-loss solicitation of additional investment/averaging down,3,7.333333333333333,0.06
qwen/qwen3.5-397b-a17b,qwen,Advisor's prudent diversified management of assets under her authority,2,12.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's reinvestment-risk/income-generation rationale for reallocation,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Advisor's role/compensation model heightening fiduciary duties,2,22.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Advisor's undisclosed or undiscovered conflict of interest,1,20.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Advisor's use of power of attorney / position of trust,4,15.0,0.08
qwen/qwen3.5-397b-a17b,qwen,Advisory fees not commensurate with services rendered (reverse churning),4,23.75,0.08
qwen/qwen3.5-397b-a17b,qwen,Affiliated entity/platform conflict of interest,1,35.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Affirmative insurance/guarantee value of product not replicable elsewhere,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Alignment of client's time horizon/holding period with product's hold/lockup period,21,21.095238095238095,0.42
qwen/qwen3.5-397b-a17b,qwen,Alignment of recommendation/product with client's stated risk tolerance and investment objectives,115,24.034782608695654,2.3
qwen/qwen3.5-397b-a17b,qwen,Allocation exceeds firm's internal concentration limit,1,30.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Allocation/position size relative to total portfolio/assets,47,18.4468085106383,0.94
qwen/qwen3.5-397b-a17b,qwen,Ambiguity whether transactions were solicited recommendations or customer-directed,8,22.5,0.16
qwen/qwen3.5-397b-a17b,qwen,Ambiguity/dispute over advisor's role (broker vs adviser/discretionary),1,15.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Applicability of Reg BI / FINRA suitability regulatory standard,6,13.333333333333334,0.12
qwen/qwen3.5-397b-a17b,qwen,Appropriate denominator for concentration (specific account versus total portfolio/net worth),2,15.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Appropriateness of recommended account type/structure and duty to evaluate alternatives,2,15.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Availability of a less extreme alternative meeting client objectives,3,10.0,0.06
qwen/qwen3.5-397b-a17b,qwen,Availability of breakpoint discounts/rights of accumulation reducing sales load,7,13.285714285714286,0.14
qwen/qwen3.5-397b-a17b,qwen,Availability of lower-cost comparable alternative product,19,20.526315789473685,0.38
qwen/qwen3.5-397b-a17b,qwen,Below-investment-grade/speculative credit quality of the security,2,12.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Breakpoint avoidance evidencing intent/scienter,1,35.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Broker-dealer supervisory/oversight failure,8,9.375,0.16
qwen/qwen3.5-397b-a17b,qwen,Capital-gains tax avoidance used to justify retaining a position over risk management,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Characterization of security as speculative/penny stock,4,18.75,0.08
qwen/qwen3.5-397b-a17b,qwen,Client admissions/acknowledgments weakening claim,2,4.0,0.04
qwen/qwen3.5-397b-a17b,qwen,Client age/retirement stage limiting ability to recover from losses,26,14.038461538461538,0.52
qwen/qwen3.5-397b-a17b,qwen,Client autonomy/right to decline advice,2,22.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Client deference/uninformed reliance on advisor,3,5.666666666666667,0.06
qwen/qwen3.5-397b-a17b,qwen,Client financial capacity to bear investment risk/loss,30,15.166666666666666,0.6
qwen/qwen3.5-397b-a17b,qwen,Client financial sophistication/literacy,36,14.444444444444445,0.72
qwen/qwen3.5-397b-a17b,qwen,Client health condition creating foreseeable medical liquidity needs,6,16.666666666666668,0.12
qwen/qwen3.5-397b-a17b,qwen,Client information asymmetry / lack of awareness of account activity,2,7.5,0.04
qwen/qwen3.5-397b-a17b,qwen,"Client investment profile alignment (risk tolerance, time horizon, objectives)",42,18.095238095238095,0.84
qwen/qwen3.5-397b-a17b,qwen,Client liquidity needs versus product illiquidity/lockup,66,25.803030303030305,1.32
qwen/qwen3.5-397b-a17b,qwen,Client longevity/health uncertainty affecting value of lifetime income guarantee,1,25.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Client request does not override independent suitability/best-interest duty,5,18.0,0.1
qwen/qwen3.5-397b-a17b,qwen,Client vulnerability - elderly/senior status heightening protection,15,16.0,0.3
qwen/qwen3.5-397b-a17b,qwen,Client vulnerability from personal circumstances / source of funds,2,7.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Client's behavioral loss-aversion / prior reaction to market downturns,2,17.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Client's buy-and-hold/low-activity strategy conflicting with fee-based/managed account,3,14.666666666666666,0.06
qwen/qwen3.5-397b-a17b,qwen,Client's capital-preservation objective conflicting with product's principal-risk/volatility,27,26.037037037037038,0.54
qwen/qwen3.5-397b-a17b,qwen,Client's cognitive decline/diminished capacity,7,22.142857142857142,0.14
qwen/qwen3.5-397b-a17b,qwen,Client's communicated change in investment objectives,1,10.0,0.02
qwen/qwen3.5-397b-a17b,qwen,Client's current financial pressures/cash-flow constraints,2,12.5,0.04
qwen/qwen3.5-397b-a17b,qwen,Client's explicit request/direction for the transaction or strategy,12,12.333333333333334,0.24
