model,case_id,entropy
qwen/qwen3.5-397b-a17b,98,1.4305622903362423
google/gemini-3.1-pro-preview,99,1.735433771585304
google/gemini-3.1-flash-lite,99,1.6796478837567517
qwen/qwen3.5-9b,98,1.5444795210968603
openai/gpt-5.5,99,2.096523776079725
google/gemini-3.5-flash,99,1.735433771585304
qwen/qwen3.6-35b-a3b,99,1.7524236752648439
anthropic/claude-opus-4.8,100,1.9655973873567159
anthropic/claude-haiku-4.5,100,2.3060823931930803
qwen/qwen3.5-397b-a17b,99,1.8479008005090658
openai/gpt-5.4,100,2.0299053650826533
anthropic/claude-sonnet-4.6,99,2.328589677103971
openai/gpt-5.4-mini,100,1.7092713643970767
google/gemini-3.1-pro-preview,100,1.5444795210968603
openai/gpt-5.5,100,2.0118210723896457
openai/gpt-5.4,99,2.044339903299914
google/gemini-3.1-flash-lite,100,1.6137942391528548
google/gemini-3.5-flash,100,1.5614694247764
qwen/qwen3.6-35b-a3b,100,1.6796478837567517
anthropic/claude-sonnet-4.6,100,2.128007862444215
qwen/qwen3.5-9b,99,1.9172155185650603
google/gemini-3.1-flash-lite,21,1.5430293192600038
qwen/qwen3.5-397b-a17b,100,1.8047484896412986
anthropic/claude-haiku-4.5,17,1.9829744087829813
anthropic/claude-haiku-4.5,23,2.0841433199636143
anthropic/claude-haiku-4.5,36,2.2160220333744687
qwen/qwen3.5-9b,100,2.046343227159745
google/gemini-3.1-flash-lite,42,1.4964159349401391
anthropic/claude-haiku-4.5,38,2.258122091744026
anthropic/claude-haiku-4.5,25,2.5316793930688988
anthropic/claude-haiku-4.5,42,2.0850531237027896
anthropic/claude-opus-4.8,51,1.9282436100633462
anthropic/claude-haiku-4.5,44,2.2554220193761174
anthropic/claude-haiku-4.5,51,2.182453847003227
openai/gpt-5.5,51,2.1757244508608258
google/gemini-3.1-flash-lite,51,1.5444795210968603
openai/gpt-5.4,51,2.0723547349081226
openai/gpt-5.4-mini,51,1.8540486203068476
google/gemini-3.1-pro-preview,51,1.6385064445042257
google/gemini-3.5-flash,51,1.7092713643970767
qwen/qwen3.5-9b,51,1.6399566463410822
anthropic/claude-opus-4.8,52,2.1294002888881947
qwen/qwen3.6-35b-a3b,51,1.830910896829526
anthropic/claude-sonnet-4.6,51,2.5009231330752644
qwen/qwen3.5-397b-a17b,51,1.6137942391528548
openai/gpt-5.4-mini,52,1.8560621716619166
google/gemini-3.1-flash-lite,52,1.458174899361326
google/gemini-3.1-pro-preview,52,1.6137942391528548
openai/gpt-5.5,52,2.0391876045183506
google/gemini-3.5-flash,52,1.6796478837567517
openai/gpt-5.4,52,2.046627993228129
anthropic/claude-opus-4.8,53,2.1261221016767955
qwen/qwen3.6-35b-a3b,52,1.7361953233296772
anthropic/claude-sonnet-4.6,52,2.063577483844118
openai/gpt-5.4,53,2.062370960874974
openai/gpt-5.5,53,2.161958445486964
openai/gpt-5.4-mini,53,1.9790042892295339
anthropic/claude-sonnet-4.6,53,2.221789100211755
google/gemini-3.1-flash-lite,53,1.8479008005090658
qwen/qwen3.5-397b-a17b,52,1.5657306529961337
google/gemini-3.1-pro-preview,53,1.56718085483299
google/gemini-3.5-flash,53,1.5134058386196787
qwen/qwen3.5-9b,52,1.735433771585304
qwen/qwen3.6-35b-a3b,53,1.8082095630933963
anthropic/claude-opus-4.8,54,2.0490983026150436
qwen/qwen3.5-397b-a17b,53,1.7339835697484478
openai/gpt-5.4-mini,54,1.7923014093625818
openai/gpt-5.5,54,2.2654653896168795
google/gemini-3.1-pro-preview,54,1.7524236752648439
google/gemini-3.1-flash-lite,54,1.4702535277519118
google/gemini-3.5-flash,54,1.5614694247764
openai/gpt-5.4,54,1.9287420674476352
qwen/qwen3.5-9b,53,1.5047882836811908
qwen/qwen3.6-35b-a3b,54,1.7524236752648439
anthropic/claude-opus-4.8,55,1.972614427788904
anthropic/claude-sonnet-4.6,54,2.5201771430817614
openai/gpt-5.4,55,1.952376850169486
qwen/qwen3.5-397b-a17b,54,1.6474448225033176
google/gemini-3.1-pro-preview,55,1.6831089572088493
openai/gpt-5.4-mini,55,1.6819209838349936
google/gemini-3.1-flash-lite,55,1.5260394155804642
google/gemini-3.5-flash,55,1.8479008005090658
openai/gpt-5.5,55,2.0458247888236696
anthropic/claude-opus-4.8,56,2.0142244650789056
qwen/qwen3.6-35b-a3b,55,1.596804335473315
qwen/qwen3.5-9b,55,1.735433771585304
qwen/qwen3.5-397b-a17b,55,1.656946550020622
openai/gpt-5.4-mini,56,1.9468389992053854
google/gemini-3.1-pro-preview,56,1.735433771585304
google/gemini-3.1-flash-lite,56,1.5841707585125298
google/gemini-3.5-flash,56,1.735433771585304
openai/gpt-5.5,56,2.0185200956241243
anthropic/claude-sonnet-4.6,55,2.2283343145028383
qwen/qwen3.6-35b-a3b,56,1.7524236752648439
anthropic/claude-sonnet-4.6,56,2.404271443674583
anthropic/claude-opus-4.8,57,1.9240614446227828
qwen/qwen3.5-397b-a17b,56,1.4964159349401391
openai/gpt-5.4,56,1.8837654604946565
openai/gpt-5.4-mini,57,1.8642097595083875
google/gemini-3.1-flash-lite,57,1.5444795210968603
anthropic/claude-haiku-4.5,57,2.0945507798354623
google/gemini-3.1-pro-preview,57,1.6088829638639006
openai/gpt-5.4,57,2.0212854364802233
openai/gpt-5.5,57,2.121157224727811
google/gemini-3.5-flash,57,1.5430293192600038
qwen/qwen3.6-35b-a3b,57,1.735433771585304
anthropic/claude-sonnet-4.6,57,2.0606006971310626
anthropic/claude-opus-4.8,58,1.9650893564686973
qwen/qwen3.5-397b-a17b,57,1.8479008005090658
openai/gpt-5.4-mini,58,1.899200699223304
google/gemini-3.1-pro-preview,58,1.2750380490437343
google/gemini-3.1-flash-lite,58,1.4964159349401391
openai/gpt-5.4,58,2.0160816210685577
openai/gpt-5.5,58,2.2991159729673423
qwen/qwen3.5-9b,56,1.5444795210968603
google/gemini-3.5-flash,58,1.487798380001651
qwen/qwen3.5-9b,58,1.8047484896412986
anthropic/claude-opus-4.8,59,2.1211678279560138
qwen/qwen3.6-35b-a3b,58,1.7524236752648439
qwen/qwen3.5-397b-a17b,58,1.8775242811493909
anthropic/claude-sonnet-4.6,58,2.183619667842538
openai/gpt-5.4-mini,59,1.5741030017371853
google/gemini-3.1-flash-lite,59,1.4150225884935588
openai/gpt-5.4,59,2.1617603751338286
anthropic/claude-sonnet-4.6,59,2.17407624097279
google/gemini-3.1-pro-preview,59,1.4964159349401391
google/gemini-3.5-flash,59,1.735433771585304
qwen/qwen3.5-9b,57,1.735433771585304
qwen/qwen3.6-35b-a3b,59,1.5444795210968603
openai/gpt-5.5,59,2.1273279807426526
openai/gpt-5.4-mini,60,1.9923424927175573
anthropic/claude-opus-4.8,60,2.090095374901137
openai/gpt-5.4,60,2.1136846428955915
google/gemini-3.1-pro-preview,60,1.5134058386196787
openai/gpt-5.5,60,2.1158783647809036
google/gemini-3.1-flash-lite,60,1.4964159349401391
google/gemini-3.5-flash,60,1.7228001946245186
qwen/qwen3.5-397b-a17b,59,1.6796478837567517
qwen/qwen3.6-35b-a3b,60,1.866692401884159
anthropic/claude-sonnet-4.6,60,2.5089497966940892
anthropic/claude-opus-4.8,61,2.11030460727493
openai/gpt-5.4-mini,61,1.8800409505499514
openai/gpt-5.4,61,2.10402288442476
google/gemini-3.1-flash-lite,61,1.5841707585125298
google/gemini-3.1-pro-preview,61,1.8047484896412986
google/gemini-3.5-flash,61,1.6385064445042257
openai/gpt-5.5,61,2.1206907964373336
anthropic/claude-sonnet-4.6,61,2.256230835906966
qwen/qwen3.5-397b-a17b,60,1.8479008005090658
qwen/qwen3.5-9b,60,1.6623769591928224
qwen/qwen3.6-35b-a3b,61,1.7524236752648439
anthropic/claude-haiku-4.5,62,2.193680707945797
anthropic/claude-opus-4.8,62,2.0898170123465265
openai/gpt-5.5,62,2.0951989215094966
qwen/qwen3.5-9b,61,1.6831089572088493
openai/gpt-5.4-mini,62,1.8196780103615948
openai/gpt-5.4,62,1.9682175459593432
google/gemini-3.1-pro-preview,62,1.4737146012040094
google/gemini-3.1-flash-lite,62,1.4964159349401391
google/gemini-3.5-flash,62,1.5430293192600038
qwen/qwen3.6-35b-a3b,62,1.8775242811493909
anthropic/claude-opus-4.8,63,1.809657085190425
qwen/qwen3.5-9b,62,1.5841707585125298
openai/gpt-5.4,63,2.0398270406544996
openai/gpt-5.4-mini,63,1.793632705352146
openai/gpt-5.5,63,2.1724222641206183
google/gemini-3.1-pro-preview,63,1.4305622903362423
anthropic/claude-sonnet-4.6,62,2.2391489622131906
google/gemini-3.1-flash-lite,63,1.392321254757429
qwen/qwen3.5-397b-a17b,61,1.7911087331546236
google/gemini-3.5-flash,63,1.6399566463410822
anthropic/claude-sonnet-4.6,63,2.401475723375262
anthropic/claude-opus-4.8,64,2.1296946651812827
qwen/qwen3.5-397b-a17b,63,1.4964159349401391
qwen/qwen3.5-397b-a17b,62,1.6088829638639006
openai/gpt-5.5,64,2.101022351611645
qwen/qwen3.6-35b-a3b,63,1.9172155185650603
openai/gpt-5.4-mini,64,1.8537637146062278
openai/gpt-5.4,64,1.9772072536811962
google/gemini-3.1-flash-lite,64,1.5841707585125298
google/gemini-3.1-pro-preview,64,1.8775242811493909
anthropic/claude-sonnet-4.6,64,2.242159218714429
google/gemini-3.5-flash,64,1.6831089572088493
anthropic/claude-opus-4.8,65,2.171892454047668
qwen/qwen3.5-397b-a17b,64,1.6831089572088493
qwen/qwen3.6-35b-a3b,64,1.8775242811493909
qwen/qwen3.5-9b,63,1.7751250090009736
google/gemini-3.1-pro-preview,65,1.7524236752648439
google/gemini-3.5-flash,65,2.0161537172613797
openai/gpt-5.5,65,2.170069631158691
openai/gpt-5.4-mini,65,2.002867030403459
qwen/qwen3.6-35b-a3b,65,1.7524236752648439
anthropic/claude-sonnet-4.6,65,2.6511814716155664
openai/gpt-5.4,65,1.8642097595083875
qwen/qwen3.5-397b-a17b,65,1.5444795210968603
anthropic/claude-opus-4.8,66,2.0781590037325848
qwen/qwen3.5-9b,65,2.042316124449607
qwen/qwen3.5-9b,64,1.6796478837567517
google/gemini-3.1-pro-preview,66,1.596804335473315
google/gemini-3.1-flash-lite,66,1.4305622903362423
openai/gpt-5.4-mini,66,1.9434762764025848
openai/gpt-5.4,66,2.058903547730213
google/gemini-3.5-flash,66,1.5260394155804642
openai/gpt-5.5,66,2.194198095822484
qwen/qwen3.6-35b-a3b,66,1.7524236752648439
anthropic/claude-opus-4.8,67,2.076696554087539
qwen/qwen3.5-397b-a17b,66,1.6796478837567517
openai/gpt-5.5,67,2.1582918177474313
anthropic/claude-sonnet-4.6,66,2.1309546276175877
google/gemini-3.1-flash-lite,67,1.4702535277519118
openai/gpt-5.4-mini,67,1.9208541923529665
openai/gpt-5.4,67,2.0849153829514786
anthropic/claude-haiku-4.5,67,1.974250858137506
google/gemini-3.1-pro-preview,67,1.8479008005090658
google/gemini-3.5-flash,67,1.7524236752648439
qwen/qwen3.5-9b,66,1.6796478837567517
qwen/qwen3.6-35b-a3b,67,1.735433771585304
qwen/qwen3.5-9b,67,1.6399566463410822
anthropic/claude-opus-4.8,68,2.0284922856316925
qwen/qwen3.5-397b-a17b,67,1.6796478837567517
google/gemini-3.1-flash-lite,68,1.5444795210968603
google/gemini-3.1-pro-preview,68,1.4305622903362423
openai/gpt-5.5,68,2.257064537824733
openai/gpt-5.4-mini,68,1.9146359379519513
openai/gpt-5.4,68,2.0064212181114294
google/gemini-3.5-flash,68,1.8479008005090658
qwen/qwen3.6-35b-a3b,68,1.7334304248467614
anthropic/claude-sonnet-4.6,67,2.305291153018436
anthropic/claude-opus-4.8,69,2.081184433073451
anthropic/claude-sonnet-4.6,68,2.5517579040094707
openai/gpt-5.4,69,2.025704297624817
openai/gpt-5.4-mini,69,1.7161797279948923
openai/gpt-5.5,69,2.000946593304263
google/gemini-3.1-flash-lite,69,1.5444795210968603
google/gemini-3.1-pro-preview,69,1.56718085483299
qwen/qwen3.5-397b-a17b,68,1.6796478837567517
google/gemini-3.5-flash,69,1.6790818544987116
anthropic/claude-opus-4.8,70,1.9812649521772254
qwen/qwen3.5-9b,69,1.5444795210968603
qwen/qwen3.6-35b-a3b,69,1.9730014063936128
openai/gpt-5.5,70,2.2186229405463114
google/gemini-3.1-pro-preview,70,1.4702535277519118
qwen/qwen3.5-397b-a17b,69,1.9172155185650603
google/gemini-3.1-flash-lite,70,1.4964159349401391
anthropic/claude-sonnet-4.6,69,2.2154860211530556
openai/gpt-5.4-mini,70,1.829687910814174
openai/gpt-5.4,70,1.953088993633929
google/gemini-3.5-flash,70,1.5444795210968603
anthropic/claude-opus-4.8,71,2.099116154382506
qwen/qwen3.6-35b-a3b,70,1.7348474688404296
openai/gpt-5.4-mini,71,1.8824328766985172
openai/gpt-5.5,71,2.206373491066655
google/gemini-3.1-pro-preview,71,1.5444795210968603
google/gemini-3.1-flash-lite,71,1.4964159349401391
openai/gpt-5.4,71,1.9754612050881155
qwen/qwen3.5-397b-a17b,70,1.735433771585304
anthropic/claude-sonnet-4.6,70,2.298074564397405
google/gemini-3.5-flash,71,1.8910531113768327
qwen/qwen3.5-9b,71,1.6399566463410822
anthropic/claude-opus-4.8,72,2.0341319096154877
openai/gpt-5.5,72,2.0080956878596394
qwen/qwen3.6-35b-a3b,71,1.8182773198687407
anthropic/claude-sonnet-4.6,71,2.1022464853373988
openai/gpt-5.4,72,2.0975371272617567
openai/gpt-5.4-mini,72,2.0069332379068805
google/gemini-3.1-pro-preview,72,1.5444795210968603
google/gemini-3.5-flash,72,1.5741030017371853
anthropic/claude-sonnet-4.6,72,2.424564872404604
anthropic/claude-haiku-4.5,72,2.0617167855841623
anthropic/claude-opus-4.8,73,2.0399937583189742
qwen/qwen3.6-35b-a3b,72,1.735433771585304
qwen/qwen3.5-397b-a17b,71,1.921242621275198
openai/gpt-5.4-mini,73,1.7297871319359643
qwen/qwen3.5-397b-a17b,72,1.9433779257532877
google/gemini-3.1-flash-lite,73,1.5444795210968603
google/gemini-3.1-pro-preview,73,1.5444795210968603
google/gemini-3.5-flash,73,1.7127324378491744
openai/gpt-5.5,73,2.1846142558891857
openai/gpt-5.4,73,2.1443150104199007
qwen/qwen3.6-35b-a3b,73,1.705810290944979
anthropic/claude-sonnet-4.6,73,2.1380516312966535
anthropic/claude-opus-4.8,74,2.006266053654331
qwen/qwen3.5-397b-a17b,73,1.5657306529961337
google/gemini-3.1-pro-preview,74,1.3762266043445461
openai/gpt-5.4-mini,74,1.9036866883376182
google/gemini-3.1-flash-lite,74,1.4702535277519118
openai/gpt-5.5,74,1.9936165762876439
openai/gpt-5.4,74,1.9379287241596983
qwen/qwen3.5-9b,73,1.9513496062520657
google/gemini-3.5-flash,74,1.5444795210968603
qwen/qwen3.6-35b-a3b,74,1.8479008005090658
anthropic/claude-opus-4.8,75,2.0876414306209394
anthropic/claude-sonnet-4.6,74,2.1289076064743355
qwen/qwen3.5-397b-a17b,74,1.4702535277519118
openai/gpt-5.4-mini,75,1.7641571095838322
openai/gpt-5.4,75,2.116281792890982
google/gemini-3.1-pro-preview,75,1.5217781873607306
openai/gpt-5.5,75,2.168756780622722
google/gemini-3.1-flash-lite,75,1.3451529218673648
qwen/qwen3.5-9b,72,1.9002256148855206
google/gemini-3.5-flash,75,1.7524236752648439
anthropic/claude-sonnet-4.6,75,2.5404970458026375
qwen/qwen3.6-35b-a3b,75,1.735433771585304
anthropic/claude-opus-4.8,76,1.9988209079935169
openai/gpt-5.5,76,2.029223683963357
google/gemini-3.1-pro-preview,76,1.5444795210968603
openai/gpt-5.4,76,1.9315007215927873
openai/gpt-5.4-mini,76,1.8754198251737617
google/gemini-3.1-flash-lite,76,1.5134058386196787
google/gemini-3.5-flash,76,1.9603678294328273
anthropic/claude-haiku-4.5,76,1.7837287623598002
qwen/qwen3.5-397b-a17b,75,1.6796478837567517
qwen/qwen3.6-35b-a3b,76,1.7820471559051687
qwen/qwen3.5-9b,75,1.8479008005090658
anthropic/claude-opus-4.8,77,1.9208815964547785
openai/gpt-5.4-mini,77,1.6544697992143715
openai/gpt-5.4,77,1.881029427617874
qwen/qwen3.5-397b-a17b,76,1.735433771585304
openai/gpt-5.5,77,2.185250719750459
google/gemini-3.1-flash-lite,77,1.3350851650920204
google/gemini-3.1-pro-preview,77,1.4964159349401391
anthropic/claude-sonnet-4.6,76,2.100974189912237
google/gemini-3.5-flash,77,1.8479008005090658
anthropic/claude-opus-4.8,78,1.9679582031045364
qwen/qwen3.5-9b,76,1.6796478837567517
anthropic/claude-sonnet-4.6,77,2.207365205111011
openai/gpt-5.4,78,2.006448622213241
google/gemini-3.1-flash-lite,78,1.735433771585304
openai/gpt-5.5,78,2.1003298722196675
openai/gpt-5.4-mini,78,1.7252356067844392
google/gemini-3.1-pro-preview,78,1.735433771585304
google/gemini-3.5-flash,78,1.7524236752648439
anthropic/claude-sonnet-4.6,78,2.320278003851698
anthropic/claude-opus-4.8,79,2.1097948914863416
qwen/qwen3.5-9b,78,1.8383990729917614
qwen/qwen3.6-35b-a3b,78,1.735433771585304
qwen/qwen3.5-9b,77,1.7092713643970767
qwen/qwen3.5-397b-a17b,78,1.8047484896412986
anthropic/claude-haiku-4.5,79,1.8353370417754995
openai/gpt-5.5,79,2.083916327020079
openai/gpt-5.4,79,1.9466126954574912
google/gemini-3.1-flash-lite,79,1.5444795210968603
openai/gpt-5.4-mini,79,1.6796478837567517
google/gemini-3.1-pro-preview,79,1.7524236752648439
google/gemini-3.5-flash,79,1.5134058386196787
anthropic/claude-sonnet-4.6,79,2.155171544390037
qwen/qwen3.5-9b,79,1.6796478837567517
qwen/qwen3.6-35b-a3b,79,1.9433779257532877
anthropic/claude-opus-4.8,80,2.1418340978047836
google/gemini-3.1-flash-lite,80,1.6088829638639006
openai/gpt-5.4-mini,80,1.997587694482927
google/gemini-3.1-pro-preview,80,1.4737146012040094
openai/gpt-5.5,80,2.2091687114151806
openai/gpt-5.4,80,1.994503764916008
google/gemini-3.5-flash,80,1.656946550020622
anthropic/claude-opus-4.8,81,1.9652719250276076
qwen/qwen3.6-35b-a3b,80,1.735433771585304
openai/gpt-5.4,81,2.172009165751908
qwen/qwen3.5-397b-a17b,80,1.6796478837567517
openai/gpt-5.4-mini,81,1.7518945105768902
google/gemini-3.1-flash-lite,81,1.4150225884935588
qwen/qwen3.5-397b-a17b,79,1.392321254757429
google/gemini-3.1-pro-preview,81,1.4305622903362423
openai/gpt-5.5,81,2.1758918237013964
anthropic/claude-sonnet-4.6,80,2.3063311290450197
google/gemini-3.5-flash,81,1.5657306529961337
qwen/qwen3.6-35b-a3b,81,1.7524236752648439
anthropic/claude-opus-4.8,82,2.193023968056964
anthropic/claude-sonnet-4.6,81,2.155171544390037
anthropic/claude-haiku-4.5,82,2.2942476673580905
qwen/qwen3.5-397b-a17b,81,1.8383990729917614
google/gemini-3.1-flash-lite,82,1.5444795210968603
openai/gpt-5.4,82,2.1651162579056167
google/gemini-3.1-pro-preview,82,1.6796478837567517
openai/gpt-5.4-mini,82,1.8113618217699294
qwen/qwen3.5-9b,80,1.735433771585304
openai/gpt-5.5,82,2.1921702120615674
google/gemini-3.5-flash,82,1.7524236752648439
anthropic/claude-opus-4.8,83,2.0326018269793233
anthropic/claude-sonnet-4.6,82,2.364229505882969
anthropic/claude-haiku-4.5,83,2.2708661294794776
openai/gpt-5.5,83,2.0293106628757793
qwen/qwen3.6-35b-a3b,82,1.8479008005090658
google/gemini-3.1-flash-lite,83,1.392321254757429
qwen/qwen3.5-397b-a17b,82,1.656946550020622
google/gemini-3.1-pro-preview,83,1.4737146012040094
openai/gpt-5.4-mini,83,1.8585310307313083
google/gemini-3.5-flash,83,1.4964159349401391
qwen/qwen3.6-35b-a3b,83,1.7524236752648439
anthropic/claude-sonnet-4.6,83,2.2677499616395154
anthropic/claude-opus-4.8,84,2.007570846009791
openai/gpt-5.4,83,1.827414340631417
openai/gpt-5.5,84,2.007570846009791
qwen/qwen3.5-397b-a17b,83,1.4964159349401391
openai/gpt-5.4-mini,84,1.8878063693898857
openai/gpt-5.4,84,2.0259250151287285
google/gemini-3.1-flash-lite,84,1.4702535277519118
qwen/qwen3.5-9b,83,1.6796478837567517
google/gemini-3.1-pro-preview,84,1.4737146012040094
anthropic/claude-sonnet-4.6,84,2.205211786743856
google/gemini-3.5-flash,84,1.5444795210968603
qwen/qwen3.6-35b-a3b,84,1.735433771585304
anthropic/claude-opus-4.8,85,2.0359085539944597
qwen/qwen3.5-9b,82,1.6399566463410822
openai/gpt-5.4-mini,85,1.8682368622185255
openai/gpt-5.5,85,2.012422180378321
openai/gpt-5.4,85,1.9130875519094472
google/gemini-3.1-flash-lite,85,1.458174899361326
google/gemini-3.1-pro-preview,85,1.56718085483299
qwen/qwen3.5-397b-a17b,84,1.5047882836811908
google/gemini-3.5-flash,85,1.8479008005090658
anthropic/claude-sonnet-4.6,85,2.2281447302783834
qwen/qwen3.6-35b-a3b,85,1.735433771585304
anthropic/claude-opus-4.8,86,2.028162834395151
qwen/qwen3.5-9b,84,1.7228001946245186
qwen/qwen3.5-9b,85,1.656946550020622
openai/gpt-5.4-mini,86,1.8710385239863874
qwen/qwen3.5-397b-a17b,85,1.6088829638639006
google/gemini-3.1-flash-lite,86,1.5444795210968603
openai/gpt-5.5,86,2.2073226074965904
google/gemini-3.1-pro-preview,86,1.5134058386196787
openai/gpt-5.4,86,1.968046582823016
anthropic/claude-haiku-4.5,86,2.0691480917051086
google/gemini-3.5-flash,86,1.4320124921730986
anthropic/claude-opus-4.8,87,2.070628473041809
anthropic/claude-haiku-4.5,87,1.68295975546006
qwen/qwen3.6-35b-a3b,86,1.7524236752648439
openai/gpt-5.5,87,2.111729193154899
openai/gpt-5.4-mini,87,1.9846035775117268
anthropic/claude-sonnet-4.6,86,2.163492946496415
google/gemini-3.1-flash-lite,87,1.5444795210968603
qwen/qwen3.5-397b-a17b,86,1.7262612680766165
openai/gpt-5.4,87,1.952865892842924
google/gemini-3.1-pro-preview,87,1.735433771585304
qwen/qwen3.5-9b,86,1.4725421027837788
google/gemini-3.5-flash,87,1.6606417489823153
qwen/qwen3.6-35b-a3b,87,1.3350851650920204
anthropic/claude-opus-4.8,88,2.240105441203151
openai/gpt-5.4-mini,88,1.9252098668197952
openai/gpt-5.5,88,2.1928842430921343
google/gemini-3.1-flash-lite,88,1.5444795210968603
anthropic/claude-sonnet-4.6,87,2.191798914453556
google/gemini-3.1-pro-preview,88,1.5444795210968603
openai/gpt-5.4,88,1.9257499983495585
google/gemini-3.5-flash,88,1.6796478837567517
qwen/qwen3.6-35b-a3b,88,1.9146359379519513
anthropic/claude-opus-4.8,89,1.9567364596264019
qwen/qwen3.5-9b,88,1.458174899361326
openai/gpt-5.4,89,2.0305283745921443
openai/gpt-5.5,89,2.0891967054555747
openai/gpt-5.4-mini,89,1.903422719755485
anthropic/claude-sonnet-4.6,88,2.3426684587411666
anthropic/claude-haiku-4.5,89,2.393838047369375
google/gemini-3.1-flash-lite,89,1.3762266043445461
google/gemini-3.1-pro-preview,89,1.8047484896412986
qwen/qwen3.5-397b-a17b,88,1.6137942391528548
google/gemini-3.5-flash,89,1.4305622903362423
anthropic/claude-sonnet-4.6,89,2.4010737558758297
anthropic/claude-opus-4.8,90,2.041790321347776
qwen/qwen3.6-35b-a3b,89,1.7820471559051687
anthropic/claude-haiku-4.5,90,2.2312773205359875
openai/gpt-5.5,90,2.249496179006415
openai/gpt-5.4-mini,90,1.8479008005090658
google/gemini-3.1-flash-lite,90,1.6088829638639006
openai/gpt-5.4,90,2.1324409863375773
qwen/qwen3.5-397b-a17b,87,1.6796478837567517
google/gemini-3.1-pro-preview,90,1.7751250090009736
google/gemini-3.5-flash,90,1.6695801269814072
qwen/qwen3.6-35b-a3b,90,2.0161537172613797
qwen/qwen3.5-9b,90,1.735433771585304
anthropic/claude-sonnet-4.6,90,2.1939340587508673
anthropic/claude-opus-4.8,91,2.056997468183605
qwen/qwen3.5-9b,89,1.458174899361326
google/gemini-3.1-pro-preview,91,1.458174899361326
openai/gpt-5.5,91,2.1988564376063735
openai/gpt-5.4-mini,91,1.820597172703196
openai/gpt-5.4,91,2.1561661324366854
qwen/qwen3.5-397b-a17b,89,1.6796478837567517
qwen/qwen3.5-397b-a17b,90,1.7524236752648439
qwen/qwen3.6-35b-a3b,91,1.8479008005090658
google/gemini-3.5-flash,91,1.583275505245873
anthropic/claude-opus-4.8,92,2.070887815896616
qwen/qwen3.5-9b,91,1.8343719702816237
qwen/qwen3.5-397b-a17b,91,1.8047484896412986
anthropic/claude-sonnet-4.6,91,2.181836801453434
openai/gpt-5.4,92,1.9355141427232183
openai/gpt-5.4-mini,92,1.73821285784222
google/gemini-3.1-flash-lite,92,1.3705151742879562
openai/gpt-5.5,92,2.112203275277415
google/gemini-3.1-pro-preview,92,1.6399566463410822
google/gemini-3.5-flash,92,1.656946550020622
qwen/qwen3.6-35b-a3b,92,1.5444795210968603
anthropic/claude-opus-4.8,93,2.179110753783973
anthropic/claude-haiku-4.5,93,1.9411966954817623
google/gemini-3.1-pro-preview,93,1.735433771585304
anthropic/claude-sonnet-4.6,92,2.1368703330278427
openai/gpt-5.4-mini,93,1.9861203126084042
qwen/qwen3.5-397b-a17b,92,1.4737146012040094
google/gemini-3.1-flash-lite,93,1.656946550020622
openai/gpt-5.5,93,2.392878073352547
google/gemini-3.5-flash,93,1.656946550020622
qwen/qwen3.6-35b-a3b,93,1.8585310307313083
openai/gpt-5.4,93,2.0040545336727993
anthropic/claude-sonnet-4.6,93,2.549988568705266
anthropic/claude-opus-4.8,94,1.9640861402461125
openai/gpt-5.4-mini,94,1.6831089572088493
google/gemini-3.1-pro-preview,94,1.4964159349401391
google/gemini-3.1-flash-lite,94,1.4964159349401391
openai/gpt-5.5,94,2.2331780988479295
openai/gpt-5.4,94,2.033874940424623
google/gemini-3.5-flash,94,1.5134058386196787
qwen/qwen3.5-9b,93,1.7751250090009736
qwen/qwen3.6-35b-a3b,94,1.5614694247764
anthropic/claude-opus-4.8,95,2.00420248820189
anthropic/claude-sonnet-4.6,94,2.2383492060572308
qwen/qwen3.5-397b-a17b,94,1.735433771585304
openai/gpt-5.4-mini,95,1.733703756876314
qwen/qwen3.5-9b,94,1.5148560404565352
qwen/qwen3.5-9b,92,1.6238619959281992
google/gemini-3.1-flash-lite,95,1.5444795210968603
openai/gpt-5.4,95,1.9424990124466075
openai/gpt-5.5,95,2.102917961840169
google/gemini-3.1-pro-preview,95,1.686570030660947
google/gemini-3.5-flash,95,1.6385064445042257
qwen/qwen3.5-397b-a17b,93,1.6088829638639006
qwen/qwen3.6-35b-a3b,95,1.7524236752648439
anthropic/claude-opus-4.8,96,1.998709918279477
qwen/qwen3.5-9b,95,1.9730014063936128
anthropic/claude-sonnet-4.6,95,2.1431050620809677
openai/gpt-5.5,96,2.012751701271941
google/gemini-3.1-flash-lite,96,1.5444795210968603
openai/gpt-5.4,96,2.181212358636022
openai/gpt-5.4-mini,96,1.921868187438286
google/gemini-3.1-pro-preview,96,1.6796478837567517
google/gemini-3.5-flash,96,1.735433771585304
anthropic/claude-haiku-4.5,96,1.659067267108266
anthropic/claude-sonnet-4.6,96,2.321788429405426
qwen/qwen3.6-35b-a3b,96,1.8479008005090658
anthropic/claude-opus-4.8,97,2.232847621052283
qwen/qwen3.5-397b-a17b,96,1.6796478837567517
anthropic/claude-haiku-4.5,97,2.205168721379006
openai/gpt-5.5,97,2.16456380068189
google/gemini-3.1-flash-lite,97,1.458174899361326
openai/gpt-5.4-mini,97,1.6927178504587288
google/gemini-3.1-pro-preview,97,1.4964159349401391
openai/gpt-5.4,97,1.9830436153831354
qwen/qwen3.5-397b-a17b,95,1.5444795210968603
