topic,content_type,primary_name,all_names,professions,ages,dollars
complex_products_unsophisticated_investor,standard,Margaret,"['Margaret Kowalski', 'Margaret', 'Derek Sloane', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']",['retired'],[72],"['$1,840', '$620', '$215,000', '$135,000', '$80,000', '$140,000', '$1,890', '$215,000', '$18,000', '$14,190', '$185,500', '$25,000', '$14,840', '$185,500']"
high_fees_unsuitable,standard,Margaret,"['Margaret Kowalski', 'Margaret', 'Derek Liang', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Derek']","['teacher', 'manager', 'retired']",[72],"['$3,200', '$185,000', '$22,000', '$170,000', '$7,769', '$11,050', '$35,000', '$2,450,']"
annuity_unnecessary_switching,standard,Patricia,"['Patricia Okonkwo', 'Carrier A', 'Derek Langston', 'Patricia', 'Carrier A.\n\nDerek', 'Patricia', 'Patricia', 'Patricia', 'Derek', ""Carrier B's"", 'Patricia', 'Carrier A', 'Derek', 'Patricia', 'Patricia']","['teacher', 'veteran']","[58, 65]","['$82,000', '$410,000', '$485,000', '$410,000', '$485,000', '$410,000', '$410,000', '$1,353', '$6,150']"
failure_to_know_customer,standard,Derek,"['Derek Plunkett', 'Margaret Ostrowski', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Derek']","['schoolteacher', 'teacher', 'retired']",[71],"['$410,000', '$135,000,', '$2,100', '$1,850', '$42,000,', '$587,000', '$6,750', '$300,000', '$435,000', '$15,312', '$26,100', '$368,000', '$9,500,', '$5,200']"
inappropriate_risk_profile,standard,Derek,"['Derek Hollins', 'Margaret Cavendish', 'Margaret', 'Margaret', 'Hollins', 'Hollins', 'Margaret', 'Hollins', 'Margaret', 'Hollins', 'Margaret']",['retired'],[74],"['$285,000', '$42,000', '$1,100', '$2,400', '$260,000', '$15,600', '$210,600', '$18,000', '$1,350']"
senior_investor_exploitation,standard,Margaret,"['Margaret Olsen', 'Margaret', 'Dennis Hargrove', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'attorney', 'retired']",[81],"['$34,000,', '$22,000', '$12,000', '$285,000', '$40,000', '$380,000', '$230,000', '$14,950', '$199,700', '$18,000', '$1,260']"
variable_annuity_unsuitable,standard,Margaret,"['Margaret Ellison', 'Margaret', 'Margaret', 'Derek Santana', 'Derek', 'Margaret', 'Derek', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Derek']",['retired'],[74],"['$2,150', '$980', '$310,000', '$45,000', '$185,000', '$310,000', '$3,875', '$21,700', '$267,000', '$40,000', '$3,200']"
senior_investor_exploitation,standard,Margaret,"['Margaret Donovan', 'Margaret', 'Margaret', 'Margaret', 'Craig Ellison', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Margaret', 'Margaret', 'Sandra', 'Sandra', 'Margaret', 'Margaret', 'Sandra', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'physician', 'attorney', 'retired']",[81],"['$410,000', '$2,100', '$1,780', '$34,000', '$195,000', '$385,000', '$24,062.50', '$361,000', '$28,880', '$361,000']"
senior_investor_exploitation,standard,Margaret,"['Margaret Holloway', 'Margaret', 'Derek Nolan', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[81],"['$2,140', '$1,350', '$410,000', '$55,000', '$180,000', '$285,000', '$180,000', '$275,000', '$29,575', '$60,000', '$4,800', '$30,000']"
variable_annuity_unsuitable,standard,Margaret,"['Margaret Ellison', 'Margaret', 'Margaret', 'Derek Saunders', 'Derek', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'attorney', 'retired']",[74],"['$2,400', '$1,850', '$51,000', '$285,000,', '$210,000,', '$230,000', '$14,950', '$40,000', '$3,200']"
tax_deferred_unnecessary_annuity,standard,Denise,"['Denise Kowalski', 'Gerald Hoffman', 'Gerald', 'Gerald', 'Denise', 'Denise', 'Gerald', 'Denise', 'Gerald', 'Denise', 'Gerald', 'Gerald', 'Denise']",[],"[58, 65]","['$94,000', '$410,000', '$135,000', '$62,000', '$135,000', '$7,425', '$135,000']"
senior_investor_exploitation,standard,Margaret,"['Margaret Tillman', 'Margaret', 'Kevin Driscoll', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'retired']",[81],"['$2,800', '$1,950', '$410,000', '$62,000', '$45,000', '$185,000', '$340,000', '$200,000', '$140,000', '$28,900', '$177,000', '$62,000', '$45,000', '$70,000', '$6,200', '$4,750', '$1,450', '$23,800', '$9,800', '$160,000,', '$1,450']"
failure_to_know_customer,standard,Gerald,"['Gerald Whitfield', 'Danielle Moreno', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald']","['widow', 'retired']",[71],"['$2,400', '$1,200', '$185,000', '$8,500', '$170,000', '$137,700', '$40,000', '$2,400']"
annuity_unnecessary_switching,standard,Margaret,"['Margaret Connolly', 'Darren Kolchak', 'Margaret', 'Darren', 'Margaret', 'Darren', 'Margaret', 'Darren', 'Margaret', 'Margaret', 'Darren', 'Product B.', 'Margaret', 'Darren']","['schoolteacher', 'teacher', 'retired']",[64],"['$42,000', '$21,600', '$310,000', '$185,000', '$35,', '$50', '$9,250', '$185,000', '$9,600', '$8,325']"
senior_investor_exploitation,standard,Margaret,"['Margaret Ellison', 'Margaret', 'Karen', 'Dale Whitmore', 'Margaret', 'Dale', 'Margaret', 'Dale', 'Margaret', 'Margaret', 'Karen', 'Margaret', 'Margaret']","['teacher', 'retired']","[81, 44]","['$1,400', '$1,850', '$39,000', '$285,000,', '$180,000', '$240,000', '$3,200', '$15,600', '$198,500,', '$41,000,', '$2,800', '$13,300']"
inappropriate_risk_profile,standard,Margaret,"['Margaret Dunleavy', 'Dunleavy', 'Kyle Brennan', 'Dunleavy', 'Brennan', 'Brennan', 'Dunleavy', 'Brennan', 'Dunleavy', 'Brennan', 'Dunleavy', 'Dunleavy', 'Dunleavy', 'Brennan']",['retired'],[74],"['$2,400', '$185,000,', '$210,000', '$6,000', '$8,000', '$110,000', '$95,000', '$77,900', '$7,500', '$525']"
failure_to_know_customer,standard,Derek,"['Derek Fulton', 'Margaret Cahill', 'Cahill', 'Cahill', 'Cahill', 'Cahill']",['retired'],[71],"['$410,000', '$185,000', '$12,000,', '$2,150', '$1,400', '$375,000', '$26,250', '$500,000', '$22,000']"
tax_deferred_unnecessary_annuity,standard,Derek,"['Derek Mullins', 'Patricia Holloway', 'Patricia', 'Derek', 'Derek', 'Patricia', 'Patricia', 'Derek', 'Patricia', 'Patricia']",[],"[58, 65]","['$112,000', '$340,000', '$95,000', '$48,000', '$95,000', '$5,225']"
high_fees_unsuitable,standard,Margaret,"['Margaret Delacroix', 'Margaret', 'Dale Robichaux', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[71],"['$3,200', '$185,000', '$22,000', '$140,000', '$140,000', '$9,100', '$121,800', '$15,000', '$1,050']"
failure_to_know_customer,standard,Derek,"['Derek Langston', 'Evelyn Marsh', 'Marsh', 'Marsh', 'Marsh', 'Marsh', 'Marsh', 'Marsh', 'Marsh']","['schoolteacher', 'teacher', 'retired']",[74],"['$285,000,', '$42,000', '$1,870', '$260,000', '$16,900', '$85,000', '$5,950']"
variable_annuity_unsuitable,standard,Derek,"['Derek Whitfield', 'Helen Kowalski', 'Helen', 'Derek', 'Derek', 'Derek', 'Helen', 'Derek', 'Helen', 'Helen', 'Helen', 'Derek']","['schoolteacher', 'teacher', 'retired']",[71],"['$410,000', '$185,000', '$62,000', '$240,000,', '$2,350', '$1,400', '$365,000', '$25,550', '$18,000', '$1,440', '$107,000', '$62,000', '$45,000']"
illiquid_investments,standard,Margaret,"['Margaret Donnelly', 'Margaret', 'Margaret', 'Dennis Harwood', 'Dennis', 'Margaret', 'Dennis', 'Margaret', 'Margaret', 'Dennis', 'Margaret', 'Margaret', 'Dennis', 'Margaret', 'Margaret', 'Dennis', 'Margaret']",['retired'],[71],"['$2,400', '$1,850', '$310,000', '$45,000', '$185,000', '$275,000', '$22,000', '$40,000', '$40,000', '$2,400', '$254,000']"
complex_products_unsophisticated_investor,standard,Margaret,"['Margaret Tully', 'Margaret', 'Kevin Danforth', 'Danforth', 'Margaret', 'Margaret', 'Danforth', 'Danforth', 'Margaret', 'Margaret']",['retired'],[71],"['$2,450', '$1,680', '$310,000,', '$265,000', '$17,225', '$40,000', '$3,200', '$14,600']"
tax_deferred_unnecessary_annuity,standard,Derek,"['Derek Haines', 'Margaret Ellison', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Derek']",[],"[58, 66]","['$112,000', '$340,000', '$95,000', '$72,000', '$95,000', '$5,225', '$30,000', '$2,100']"
complex_products_unsophisticated_investor,standard,Margaret,"['Margaret Olsen', 'Margaret', 'Margaret', 'Margaret', 'Derek Fanning', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'retired']","[71, 70]","['$2,850', '$1,640', '$285,000', '$42,000', '$165,000', '$285,000', '$4,400', '$285,000', '$16,530', '$4,490', '$253,080', '$18,000', '$1,260']"
high_fees_unsuitable,standard,Margaret,"['Margaret Hollis', 'Hollis', 'Craig Devereaux', 'Devereaux', 'Hollis', 'Devereaux', 'Devereaux', 'Hollis', 'Devereaux', 'Hollis', 'Devereaux']","['teacher', 'retired']",[74],"['$2,800', '$1,650', '$185,000,', '$40,000', '$160,000', '$6,032', '$10,400', '$18,000', '$1,260', '$4,020', '$147,100']"
tax_deferred_unnecessary_annuity,standard,Derek,"['Derek Holloway', 'Patricia Engel', 'Patricia', 'Derek', 'Derek', 'Patricia', 'Derek', 'Patricia', 'Derek', 'Patricia', 'Patricia', 'Patricia', 'Derek']",['teacher'],"[58, 65]","['$72,000', '$410,000', '$45,000', '$18,000', '$45,000', '$2,700', '$6,500,', '$2,730']"
failure_to_know_customer,standard,Dorothy,"['Dorothy Huang', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy']","['schoolteacher', 'teacher', 'manager', 'retired']",[71],"['$340,000', '$18,000', '$310,000', '$251,000', '$2,100', '$1,400']"
variable_annuity_unsuitable,standard,Margaret,"['Margaret Kowalski', 'Dale Simmons', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['physician', 'retired']",[74],"['$2,800', '$185,000', '$22,000', '$160,000', '$10,400', '$45,000', '$2,800', '$138,500', '$90,700', '$69,300', '$160,000']"
senior_investor_exploitation,standard,Margaret,"['Margaret Olsen', 'Olsen', 'Karen', 'Derek Hartwell', 'Olsen', 'Karen', 'Olsen', 'Olsen', 'Olsen', 'Olsen', 'Karen']","['schoolteacher', 'teacher', 'widow', 'retired']",[81],"['$410,000', '$185,000', '$2,340', '$1,100', '$410,000', '$24,600', '$65,000', '$41,000', '$24,000', '$1,920', '$380,500']"
high_fees_unsuitable,standard,Margaret,"['Margaret Olsen', 'Margaret', 'Kevin Bascombe', 'Kevin', 'Margaret', 'Kevin', 'Kevin', 'Kevin', 'Margaret', 'Margaret', 'Patricia', 'Margaret', 'Margaret', 'Patricia', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Patricia', 'Kevin', 'Margaret']","['teacher', 'retired']",[74],"['$2,100', '$1,400', '$42,000', '$185,000,', '$210,000', '$155,000', '$10,075', '$5,348']"
illiquid_investments,standard,Margaret,"['Margaret Thornton', 'Margaret', 'Daniel Reeves', 'Daniel', 'Margaret', 'Daniel', 'Margaret', 'Daniel', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']",['retired'],[71],"['$2,100', '$1,400', '$185,000', '$42,000', '$18,000', '$210,000', '$160,000', '$9,600', '$80,000', '$6,400,', '$67,840', '$12,000']"
failure_to_know_customer,standard,Derek,"['Derek Holton', 'Margaret', 'Leonard Stengel', 'Derek', 'Derek', 'Margaret', 'Derek', 'Leonard', 'Derek', 'Margaret', 'Leonard', 'Derek', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Leonard', 'Margaret']",[],[],"['$620,000', '$180,000', '$290,000', '$150,000', '$4,800', '$1,100', '$290,000', '$45,000', '$3,600']"
illiquid_investments,standard,Margaret,"['Margaret Ostrowski', 'Margaret', 'Dale Kressman', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Dale', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'retired']",[71],"['$42,000', '$1,850', '$385,000', '$60,000', '$22,000', '$195,000', '$310,000', '$17,050', '$125,000', '$31,000', '$94,000', '$5,640', '$275,320']"
annuity_unnecessary_switching,standard,Margaret,"['Margaret Thornton', 'Margaret', 'Dennis Kwan', 'Margaret', 'Dennis', 'Margaret', 'Dennis', 'Margaret', 'Margaret', 'Dennis', 'Margaret', 'Margaret', 'Margaret']",['retired'],[63],"['$42,000', '$1,850', '$310,000', '$185,000', '$185,000', '$197,400', '$8,325', '$185,000', '$176,675', '$197,400', '$9,700,', '$161,200', '$176,675', '$20,700']"
senior_investor_exploitation,standard,Margaret,"['Margaret Kowalski', 'Derek Hannon', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Hannon', 'Margaret', 'Margaret']","['teacher', 'manager', 'widow', 'retired']",[81],"['$620,000,', '$340,000', '$180,000', '$100,000', '$2,100', '$1,400', '$42,000', '$3,200,', '$210,000,', '$200,000', '$171,000', '$45,000', '$20,000', '$11,200']"
illiquid_investments,standard,Margaret,"['Margaret Kowalski', 'Margaret', 'Daniel Ferreira', 'Daniel', 'Margaret', 'Daniel', 'Margaret', 'Daniel', 'Daniel', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[71],"['$2,400', '$1,870', '$185,000', '$62,000', '$210,000', '$155,000', '$45', '$10,850,', '$80,000', '$141,200', '$14,120', '$65,880', '$4,611.60']"
illiquid_investments,standard,Margaret,"['Margaret Kowalski', 'Margaret', 'Kevin Driscoll', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Kevin']","['teacher', 'retired']",[74],"['$2,800', '$1,400', '$385,000', '$40,000', '$210,000', '$9,500', '$310,000', '$17,050', '$115,000', '$40,000', '$75,000', '$85,000', '$5,600']"
inappropriate_risk_profile,borderline,Theresa,['Theresa Kim'],"['engineer', 'retired']",[58],"['$145,000', '$1.8', '$900', '$150,000', '$150,000', '$150,000', '$51,000,', '$99,000', '$150,000']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Ellison', 'Daniel Kirsch', 'Margaret', 'Margaret', 'Daniel', 'Daniel', 'Margaret', 'Daniel', 'Daniel', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Daniel', 'Margaret', 'Margaret', 'Daniel', 'Daniel']","['physician', 'engineer', 'attorney', 'retiree', 'retired']","[71, 38, 71]","['$2.4', '$62,000', '$15', '$360,000', '$410,000']"
high_fees_unsuitable,borderline,Margaret,"['Margaret Bellingham', 'Derek Paulson', 'Derek', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Derek']",['retired'],[58],"['$1.4', '$600,000', '$120,000', '$50,400', '$50,400']"
failure_to_know_customer,borderline,Marcus,"['Marcus Reilly', 'Priya Nair', 'Nair', 'Nair', 'Reilly', 'KOLD', 'Nair', 'Nair', 'Nair', 'Nair', 'Nair', 'Reilly', 'Reilly', 'Reilly', 'Nair', 'Nair', 'Reilly']",['engineer'],[52],"['$340,000', '$1.8', '$175,000', '$71,750']"
inappropriate_risk_profile,borderline,Diane,"['Diane Frederickson', 'Diane', 'Wharton', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane']","['executive', 'retiree', 'retired']",[58],"['$4.2', '$2.8', '$96,000', '$38,000', '$280,000', '$280,000', '$487,200,', '$207,200']"
high_fees_unsuitable,borderline,Marcus,"['Marcus Reinhardt', 'Diane Kowalski', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane']",['retired'],[58],"['$95,000', '$620,000,', '$410,000', '$75,000', '$88,125,', '$13,125', '$75,000', '$8,250,', '$4,875', '$667', '$22.50', '$645', '$12,000', '$5,250', '$13,125', '$4,875']"
complex_products_unsophisticated_investor,borderline,Margaret,"['Margaret Ostrowski', 'Kevin Trask', 'Trask', 'Margaret', 'Margaret', 'Trask', 'Margaret', 'Trask', 'Trask', 'Margaret', 'Trask', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Trask', 'Trask', 'Margaret']","['teacher', 'retired']",[58],"['$410,000', '$2,800', '$40,000', '$800']"
inappropriate_risk_profile,borderline,Marcus,"['Marcus Ellison', 'Dana Whitfield', 'Dana', 'Dana', 'Dana', 'Dana', 'Dana', 'Dana', 'Dana']","['engineer', 'retired']",[52],"['$4.2', '$1.8', '$95,000,', '$2.1', '$180,000', '$180,000', '$214,200', '$73,800', '$288,000', '$500,000,']"
leveraged_etf_unsuitable,borderline,Margaret,"['Margaret Huang', 'Kevin Driscoll', 'Margaret', 'Kevin', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Kevin', 'Kevin']","['mechanic', 'consultant', 'retired']",[58],"['$180,000', '$1.4', '$600,000', '$140,000', '$295,000', '$295,000', '$118,000']"
complex_products_unsophisticated_investor,borderline,Margaret,"['Margaret Dalton', 'Margaret', 'Kevin Burgess', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Kevin', 'Margaret']","['manager', 'retired']",[58],"['$52,000', '$410,000', '$45,000', '$45,000', '$58,950', '$47,200', '$225', '$150']"
inappropriate_risk_profile,borderline,Margaret,"['Margaret Chen', 'Margaret', 'David Kowalski', 'Margaret', 'Margaret', 'David', 'David', 'Margaret', 'David', 'Margaret', 'David', 'Margaret', 'David', 'Margaret', 'Margaret', 'David', 'Margaret', 'Margaret', 'Margaret', 'David', 'David', 'David', 'Margaret', 'Margaret', 'David', 'David', 'David']","['executive', 'manager', 'veteran', 'retired']",[58],"['$95,000', '$1.8', '$2.4', '$90,000', '$27,900,', '$27,900']"
leveraged_etf_unsuitable,borderline,Rachel,"['Rachel Okafor', 'Okafor', 'Okafor', 'Okafor', 'Okafor', 'Denning']",[],[52],"['$340,000', '$2.1', '$175,000', '$28,000']"
leveraged_etf_unsuitable,borderline,Marcus,"['Marcus Delgado', 'Tanya Brewster', 'Brewster']",['manager'],[44],"['$410,000', '$2.8', '$1.6', '$175,000', '$82,250', '$80,000']"
high_fees_unsuitable,borderline,Gerald,"['Gerald Whitmore', 'Gerald', 'Gerald', 'Dana Kirkland', 'Gerald', 'Dana', 'Gerald', 'Dana', 'Dana', 'Gerald', 'Gerald', 'Gerald', 'Dana', 'Gerald', 'Gerald', 'Gerald']","['engineer', 'mechanic', 'retired']",[58],"['$1.4', '$900,000', '$95,000', '$210,000', '$2,600,']"
leveraged_etf_unsuitable,borderline,Margaret,"['Margaret Colvin', 'Margaret', 'David Park', 'David', 'Margaret', 'Margaret', 'David', 'Margaret', 'David', 'Margaret', 'David', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'David', 'David', 'Susan Tran', 'Margaret']","['executive', 'manager', 'retired']",[58],"['$1.4', '$120,000,', '$36,000', '$70,000', '$110,600', '$73,000', '$98,400', '$70,000', '$98,400', '$40,600', '$28,400,', '$12,200']"
inappropriate_risk_profile,borderline,Margaret,"['Margaret Hollis', 'Margaret', 'Kevin Draper', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['executive', 'manager', 'veteran', 'retiree', 'retired']",[58],"['$1.4', '$72,000', '$320,000', '$140,000', '$221,000', '$221,000', '$152,000']"
inappropriate_risk_profile,borderline,Gerald,"['Gerald Whitfield', 'Gerald', 'Gerald', 'Rebecca Tran', 'Gerald', 'Gerald', 'Gerald', 'Rebecca', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald']","['engineer', 'mechanic', 'retired']",[58],"['$85,000', '$1.4', '$620,000', '$180,000', '$70,000', '$70,000', '$31,000', '$31,000', '$70,000']"
leveraged_etf_unsuitable,borderline,Marcus,"['Marcus Whitfield', 'Danielle Cho', 'Whitfield', 'Cho', 'Cho', 'Whitfield', 'Cho', 'Whitfield', 'Cho', 'Whitfield', 'Whitfield', 'Cho', ""Summit Ridge's"", 'Whitfield', 'Cho', 'Cho', 'Brian Falk', 'Whitfield']",[],[44],"['$340,000', '$2.8', '$1.6', '$185,000', '$185,000', '$292,000,', '$107,000', '$64,000', '$500,000,']"
high_fees_unsuitable,borderline,Marcus,"['Marcus Whelan', 'Priya Nair', 'Nair', 'Nair', 'Nair', 'Nair', 'Nair', 'Nair']",[],[52],"['$485,000', '$2.8', '$140,000', '$140,000', '$101,500', '$135,800']"
high_fees_unsuitable,borderline,Rebecca,"['Rebecca Thornton', 'Dennis Kowalski', 'Kowalski', 'Kowalski', 'Thornton', 'Kowalski', 'Thornton', 'Kowalski', 'Kowalski', 'Kowalski', 'Kowalski', 'Kowalski', 'Thornton', 'Thornton']","['engineer', 'retired']",[58],"['$680,000', '$95,000', '$1.1', '$204,000', '$4,300', '$10,900', '$15,200', '$1,530', '$13,670']"
complex_products_unsophisticated_investor,borderline,Gerald,"['Gerald Whitfield', 'Gerald', 'Danielle Reeves', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Kevin Ortega', 'Gerald', 'Gerald']","['teacher', 'manager', 'retired']",[58],"['$620,000,', '$54,000', '$45,000', '$45,000', '$53,190', '$8,190', '$14,175', '$8,190']"
leveraged_etf_unsuitable,borderline,Marcus,"['Marcus Trejo', 'Trejo', 'Diana Castellano', 'Trejo', 'Castellano', 'Trejo', 'Trejo', 'Castellano', 'Trejo', 'Trejo', 'Trejo', 'Trejo', 'Castellano', 'Castellano', 'Castellano', 'Castellano', 'Trejo']","['engineer', 'manager']",[44],"['$310,000', '$1.4', '$105,000', '$105,000', '$165,900,', '$60,900', '$31,000', '$29,900']"
failure_to_know_customer,borderline,Margaret,"['Margaret Reeves', 'Margaret', 'David Kowalski', 'Kowalski', 'Margaret', 'Kowalski', 'Kowalski', 'Margaret', 'Kowalski', 'Margaret', 'Kowalski', 'Kowalski', 'Margaret', 'Kowalski', 'Kowalski', 'Margaret', 'Margaret', 'Kowalski', 'Kowalski', 'Margaret', 'Kowalski']","['mechanic', 'retiree', 'retired']",[58],"['$1.4', '$140,000', '$39,000,', '$350,000', '$80,000']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Dawson', 'Kevin Forester', 'Margaret', 'Margaret', 'Kevin', 'Kevin', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Kevin', 'Sandra Liu', 'Sandra', 'Margaret', 'Margaret', 'Sandra', 'Margaret', 'Margaret', 'Margaret', 'Richard Dawson', 'Richard', 'Kevin', 'Richard', 'Kevin', 'Margaret', 'Margaret', 'Richard', 'Margaret']","['engineer', 'manager', 'retiree', 'retired']","[74, 49, 74]","['$2.8', '$1.4', '$900,000', '$420,000', '$1.4', '$900,000', '$420,000', '$613,000', '$466,000', '$46,000', '$420,000']"
leveraged_etf_unsuitable,borderline,Marcus,"['Marcus Tremblay', 'Dana Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield']","['engineer', 'mechanic', 'retired']",[58],"['$3.2', '$175,000', '$320,000', '$381,000', '$61,000', '$112,000']"
failure_to_know_customer,borderline,Marcus,"['Marcus Henley', 'Danielle Reeves', 'Henley', 'Reeves', 'Henley', 'Henley', 'Henley', 'Reeves', 'Henley', 'Henley', 'Henley', 'Henley', 'Henley', 'Henley', 'Henley']","['engineer', 'mechanic', 'retired']",[58],"['$3.2', '$185,000', '$1.4', '$210,000', '$86,100']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Feldstein', 'Derek Huang', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Derek', 'Derek']","['executive', 'manager', 'retired']","[71, 38]","['$2.8', '$94,000', '$600,000', '$140,000', '$235,000', '$118,000', '$22,000', '$100,000']"
senior_investor_exploitation,borderline,Harold,"['Harold Mendelson', 'Harold', 'Derek Sinclair', 'Harold', 'Harold', 'Derek', 'Harold', 'Harold', 'Harold', 'Harold', 'Harold', 'Patricia', 'Derek', 'Harold', 'Derek', 'Harold', 'Patricia', 'Harold', 'Harold', 'Derek', 'Harold', 'Harold']","['physician', 'engineer', 'attorney', 'retired']","[74, 38, 48, 65]","['$1.85', '$900,000', '$120,000', '$80,000', '$31,000', '$47,000']"
high_fees_unsuitable,borderline,Gerald,"['Gerald Trask', 'Danielle Moreno', 'Moreno', 'Gerald', 'Gerald', 'Moreno', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Moreno', 'Moreno', 'Gerald', 'Moreno', 'Moreno', 'Gerald', 'Gerald']","['manager', 'mechanic', 'retired']",[58],"['$95,000', '$620,000,', '$410,000,', '$14,000', '$75,000', '$75,000', '$58,500', '$16,500', '$6,150', '$75,000']"
inappropriate_risk_profile,borderline,Gerald,"['Gerald Stanton', 'Gerald', 'Danielle Morrow', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald']","['engineer', 'mechanic']",[52],"['$185,000', '$1.4', '$620,000', '$75,000,', '$75,000', '$54,000', '$31,500,', '$43,500']"
